term	category	first_tier	first_source
scrotal abscess	CONDITION	3a	3a:syn_dict
presacral abscess	CONDITION	3a	3a:syn_dict
menstrual spotting	CONDITION	3a	3a:syn_dict
stent complication	CONDITION	3a	3a:syn_dict
mri of mandible	PROCEDURE	3a	3a:syn_dict
upper eyelid edema	CONDITION	3a	3a:syn_dict
dactylitis	CONDITION	3a	3a:syn_dict
symptoms unchanged	FINDING	3a	3a:syn_dict
prolonged loss of consciousness	CONDITION	3a	3a:syn_dict
oral mucosal lesions	FINDING	3a	3a:syn_dict
diskitis	CONDITION	3a	3a:syn_dict
foot care education	PROCEDURE	3a	3a:syn_dict
mass in left breast	FINDING	3a	3a:syn_dict
focal fibrosis	CONDITION	3a	3a:syn_dict
ulc	CONDITION	3a	3a:syn_dict
partial seizure with secondary generalization	CONDITION	3a	3a:syn_dict
poor attention	CONDITION	3a	3a:syn_dict
stenosis of basilar artery	CONDITION	3a	3a:syn_dict
pontine infarction	CONDITION	3a	3a:syn_dict
basilar artery stenosis	CONDITION	3a	3a:syn_dict
ophthalmic artery	ANATOMY	3a	3a:syn_dict
broad neck	FINDING	3a	3a:syn_dict
vertebrobasilar stroke	CONDITION	3a	3a:syn_dict
right lateral chest	ANATOMY	3a	3a:syn_dict
autoimmune pericarditis	CONDITION	3a	3a:syn_dict
postoperative hemorrhage	CONDITION	3a	3a:syn_dict
gastropexy	PROCEDURE	3a	3a:syn_dict
acute viral pharyngitis	CONDITION	3a	3a:syn_dict
protuberance	ANATOMY	3a	3a:syn_dict
cervical exam	PROCEDURE	3a	3a:syn_dict
tissue integrity	FINDING	3a	3a:syn_dict
mineralocorticoid receptor antagonist	DRUG	3a	3a:syn_dict
parkinsonian syndromes	CONDITION	3a	3a:syn_dict
arrhythmogenic left ventricular cardiomyopathy	CONDITION	3a	3a:syn_dict
flexible fiberoptic laryngoscopy	PROCEDURE	3a	3a:syn_dict
cerebral and cerebellar atrophy	FINDING	3a	3a:syn_dict
cerebellar volume loss	FINDING	3a	3a:syn_dict
upper limb action tremor	FINDING	3a	3a:syn_dict
upper limb tremor	FINDING	3a	3a:syn_dict
heavy feeling	FINDING	3a	3a:syn_dict
anteroseptal accessory pathway	ANATOMY	3a	3a:syn_dict
area 19	ANATOMY	3a	3a:syn_dict
occasional back pain	FINDING	3a	3a:syn_dict
left inferior cerebellar peduncle	ANATOMY	3a	3a:syn_dict
colonic polyps	FINDING	3a	3a:syn_dict
left circumflex coronary artery	ANATOMY	3a	3a:syn_dict
colon impaction	CONDITION	3a	3a:syn_dict
nutritional state	FINDING	3a	3a:syn_dict
husband deceased	FINDING	3a	3a:syn_dict
t5 level	ANATOMY	3a	3a:syn_dict
mini mental state examination	PROCEDURE	3a	3a:syn_dict
lower lobe pneumonia	CONDITION	3a	3a:syn_dict
moderate response	FINDING	3a	3a:syn_dict
prescribed medication regimen	FINDING	3a	3a:syn_dict
cutaneous small vessel vasculitis	CONDITION	3a	3a:syn_dict
hemiblock	CONDITION	3a	3a:syn_dict
lower extremity vein	ANATOMY	3a	3a:syn_dict
nocturnal agitation	SYMPTOM	3a	3a:syn_dict
tracheal deviation to left	FINDING	3a	3a:syn_dict
left breast reconstruction	FINDING	3a	3a:syn_dict
diaphragmatic paralysis	FINDING	3a	3a:syn_dict
paranoid ideations	CONDITION	3a	3a:syn_dict
generalized periodontitis	CONDITION	3a	3a:syn_dict
oral hygiene education	PROCEDURE	3a	3a:syn_dict
delusional memory	FINDING	3a	3a:syn_dict
postoperative ileus	CONDITION	3a	3a:syn_dict
ectatic	FINDING	3a	3a:syn_dict
catheter infection	CONDITION	3a	3a:syn_dict
leakage of amniotic fluid	CONDITION	3a	3a:syn_dict
quadrantanopia	FINDING	3a	3a:syn_dict
cerebellar hematoma	CONDITION	3a	3a:syn_dict
decompensated copd	CONDITION	3a	3a:syn_dict
evacuation of hematoma	PROCEDURE	3a	3a:syn_dict
cerebral arteriography	PROCEDURE	3a	3a:syn_dict
frontal and parietal lobes	ANATOMY	3a	3a:syn_dict
hellp	CONDITION	3a	3a:syn_dict
procedural complication	CONDITION	3a	3a:syn_dict
postoperative abscess	CONDITION	3a	3a:syn_dict
parental observations	SYMPTOM	3a	3a:syn_dict
mri of limb	PROCEDURE	3a	3a:syn_dict
normal lipase	FINDING	3a	3a:syn_dict
inframammary region	ANATOMY	3a	3a:syn_dict
subicteric	CONDITION	3a	3a:syn_dict
acute hyperglycemia	CONDITION	3a	3a:syn_dict
subclinical infection	CONDITION	3a	3a:syn_dict
serum ketones	PROCEDURE	3a	3a:syn_dict
recent increase in alcohol consumption	FINDING	3a	3a:syn_dict
antipyresis	PROCEDURE	3a	3a:syn_dict
determination of death	PROCEDURE	3a	3a:syn_dict
lepromatous leprosy	CONDITION	3a	3a:syn_dict
history of kaposi's sarcoma	FINDING	3a	3a:syn_dict
tricuspid murmur	FINDING	3a	3a:syn_dict
eye repair	PROCEDURE	3a	3a:syn_dict
response to procedure	FINDING	3a	3a:syn_dict
skin warm to touch	FINDING	3a	3a:syn_dict
immune thrombocytopenia	CONDITION	3a	3a:syn_dict
reactive hyperplasia	CONDITION	3a	3a:syn_dict
sulbactam	DRUG	3a	3a:syn_dict
hand fascia	ANATOMY	3a	3a:syn_dict
femoral herniorrhaphy	PROCEDURE	3a	3a:syn_dict
aspartam	DRUG	3a	3a:syn_dict
mandibular gingiva	ANATOMY	3a	3a:syn_dict
recurrent pericarditis	CONDITION	3a	3a:syn_dict
elevated liver transaminases	FINDING	3a	3a:syn_dict
abdominal upright	PROCEDURE	3a	3a:syn_dict
transudative ascites	CONDITION	3a	3a:syn_dict
tattoo site	ANATOMY	3a	3a:syn_dict
entire thigh	ANATOMY	3a	3a:syn_dict
epiglottic enlargement	FINDING	3a	3a:syn_dict
retrognathic	FINDING	3a	3a:syn_dict
vaccine administration	PROCEDURE	3a	3a:syn_dict
administration of vaccine	PROCEDURE	3a	3a:syn_dict
administered subcutaneously	FINDING	3a	3a:syn_dict
pain at injection site	SYMPTOM	3a	3a:syn_dict
grand mal seizure	CONDITION	3a	3a:syn_dict
decreased lumbar flexion	FINDING	3a	3a:syn_dict
choroidal excavation	FINDING	3a	3a:syn_dict
injection site tenderness	SYMPTOM	3a	3a:syn_dict
dilation of left ureter	PROCEDURE	3a	3a:syn_dict
sequelae of genitourinary tuberculosis	CONDITION	3a	3a:syn_dict
nasopharyngolaryngoscopy	PROCEDURE	3a	3a:syn_dict
suppressive antiviral therapy	PROCEDURE	3a	3a:syn_dict
domestic partner	FINDING	3a	3a:syn_dict
motion of left elbow	FINDING	3a	3a:syn_dict
situational anxiety	CONDITION	3a	3a:syn_dict
viral encephalitis	CONDITION	3a	3a:syn_dict
aggressive outbursts	CONDITION	3a	3a:syn_dict
tuberculosis prophylaxis	PROCEDURE	3a	3a:syn_dict
acquired thrombophilia	CONDITION	3a	3a:syn_dict
gold bond	DRUG	3a	3a:syn_dict
diffuse osseous demineralization	FINDING	3a	3a:syn_dict
amputated foot	FINDING	3a	3a:syn_dict
dry gangrene	CONDITION	3a	3a:syn_dict
entire spinal column	ANATOMY	3a	3a:syn_dict
csf leakage	CONDITION	3a	3a:syn_dict
glut1 deficiency syndrome	CONDITION	3a	3a:syn_dict
cholecalciferol	DRUG	3a	3a:syn_dict
gastrointestinal hemorrhage	CONDITION	3a	3a:syn_dict
esophageal ulcer	CONDITION	3a	3a:syn_dict
capillary fragility	CONDITION	3a	3a:syn_dict
retracted nipple	CONDITION	3a	3a:syn_dict
paraproteinemia	CONDITION	3a	3a:syn_dict
erythromycin ointment	DRUG	3a	3a:syn_dict
nasal saline	DRUG	3a	3a:syn_dict
spine pain	SYMPTOM	3a	3a:syn_dict
history of neuroblastoma	FINDING	3a	3a:syn_dict
cessation of sedation	PROCEDURE	3a	3a:syn_dict
prinzmetal variant angina	CONDITION	3a	3a:syn_dict
monitor fetal heart rate	PROCEDURE	3a	3a:syn_dict
diminished deep tendon reflexes	FINDING	3a	3a:syn_dict
fetal bradycardia	CONDITION	3a	3a:syn_dict
clobazam	DRUG	3a	3a:syn_dict
ileal stenosis	CONDITION	3a	3a:syn_dict
refer to public health	PROCEDURE	3a	3a:syn_dict
biliary duct obstruction	CONDITION	3a	3a:syn_dict
work conditioning	PROCEDURE	3a	3a:syn_dict
right temple	ANATOMY	3a	3a:syn_dict
skin itching	SYMPTOM	3a	3a:syn_dict
microscopic colitis	CONDITION	3a	3a:syn_dict
hyperplastic polyps	CONDITION	3a	3a:syn_dict
coombs' test	PROCEDURE	3a	3a:syn_dict
pulmonary hyperinflation	CONDITION	3a	3a:syn_dict
multidisciplinary care conference	PROCEDURE	3a	3a:syn_dict
osteomas	CONDITION	3a	3a:syn_dict
purple nodule	FINDING	3a	3a:syn_dict
wbc 100	DRUG	3a	3a:syn_dict
lysosomal storage disorder	CONDITION	3a	3a:syn_dict
corneal crystals	CONDITION	3a	3a:syn_dict
subretinal deposits	FINDING	3a	3a:syn_dict
taurolidine	DRUG	3a	3a:syn_dict
ceftriaxone therapy	PROCEDURE	3a	3a:syn_dict
history of polymyalgia rheumatica	FINDING	3a	3a:syn_dict
fec	PROCEDURE	3a	3a:syn_dict
ureteral polyp	CONDITION	3a	3a:syn_dict
peripheral blood eosinophilia	LAB_RESULT	3a	3a:syn_dict
platelets elevated	FINDING	3a	3a:syn_dict
speech and language delays	FINDING	3a	3a:syn_dict
tachyphemia	CONDITION	3a	3a:syn_dict
eyelid spasms	CONDITION	3a	3a:syn_dict
thimerosal	DRUG	3a	3a:syn_dict
neurofibromatosis syndrome	CONDITION	3a	3a:syn_dict
benign neurofibroma	CONDITION	3a	3a:syn_dict
other unknown	FINDING	3a	3a:syn_dict
femoropopliteal bypass	PROCEDURE	3a	3a:syn_dict
vocal fatigue	FINDING	3a	3a:syn_dict
laryngeal tuberculosis	CONDITION	3a	3a:syn_dict
contact investigation	PROCEDURE	3a	3a:syn_dict
eth	DRUG	3a	3a:syn_dict
colonic carcinoma	CONDITION	3a	3a:syn_dict
lingual nerve	ANATOMY	3a	3a:syn_dict
autoimmune vasculitis	CONDITION	3a	3a:syn_dict
pulmonary vasculitis	CONDITION	3a	3a:syn_dict
focal pneumonia	CONDITION	3a	3a:syn_dict
dmd gene	PROCEDURE	3a	3a:syn_dict
amenorrhea secondary	CONDITION	3a	3a:syn_dict
ketoprofen	DRUG	3a	3a:syn_dict
breast ultrasounds	PROCEDURE	3a	3a:syn_dict
mastectomy scar	FINDING	3a	3a:syn_dict
esophageal polyps	CONDITION	3a	3a:syn_dict
gastric polyposis	CONDITION	3a	3a:syn_dict
endovascular stenting	PROCEDURE	3a	3a:syn_dict
intestinal surgery	PROCEDURE	3a	3a:syn_dict
yasmin	DRUG	3a	3a:syn_dict
exotropia	CONDITION	3a	3a:syn_dict
right upper quadrant abdominal tenderness	SYMPTOM	3a	3a:syn_dict
femoral angiography	PROCEDURE	3a	3a:syn_dict
ammonia levels	LAB_RESULT	3a	3a:syn_dict
portography	PROCEDURE	3a	3a:syn_dict
reflux nephropathy	CONDITION	3a	3a:syn_dict
concealed accessory pathway	CONDITION	3a	3a:syn_dict
protein malnutrition	CONDITION	3a	3a:syn_dict
skin exfoliation	FINDING	3a	3a:syn_dict
labor after cesarean	FINDING	3a	3a:syn_dict
srom	FINDING	3a	3a:syn_dict
vigorous cry	SYMPTOM	3a	3a:syn_dict
thromboembolus	CONDITION	3a	3a:syn_dict
firm fundus	FINDING	3a	3a:syn_dict
hypokalemia persistent	CONDITION	3a	3a:syn_dict
muscle tone decreased	FINDING	3a	3a:syn_dict
nail beds pink	FINDING	3a	3a:syn_dict
vaginal pain	SYMPTOM	3a	3a:syn_dict
postoperative state	FINDING	3a	3a:syn_dict
postoperative constipation	SYMPTOM	3a	3a:syn_dict
dietary fiber intake	FINDING	3a	3a:syn_dict
vertiginous syndrome	CONDITION	3a	3a:syn_dict
inclusion body myopathy	FINDING	3a	3a:syn_dict
interrupted urinary stream	SYMPTOM	3a	3a:syn_dict
left shoulder region	ANATOMY	3a	3a:syn_dict
ureteroscopy procedure	PROCEDURE	3a	3a:syn_dict
bilateral ureters	ANATOMY	3a	3a:syn_dict
constipation chronic	SYMPTOM	3a	3a:syn_dict
blood culture for staphylococcus aureus	LAB_RESULT	3a	3a:syn_dict
narrowed focus	FINDING	3a	3a:syn_dict
immunochromatography	PROCEDURE	3a	3a:syn_dict
midgut volvulus	FINDING	3a	3a:syn_dict
vasculat	DRUG	3a	3a:syn_dict
epigastric mass	FINDING	3a	3a:syn_dict
fluoroquinolone antibiotic	DRUG	3a	3a:syn_dict
scrotal symptoms	SYMPTOM	3a	3a:syn_dict
intrahepatic portosystemic shunt	FINDING	3a	3a:syn_dict
upper right eyelid	ANATOMY	3a	3a:syn_dict
paralytic ptosis	FINDING	3a	3a:syn_dict
metastatic papillary renal cell carcinoma	CONDITION	3a	3a:syn_dict
hyd	DRUG	3a	3a:syn_dict
cavitary lung lesion	FINDING	3a	3a:syn_dict
urine drug screen positive	LAB_RESULT	3a	3a:syn_dict
basilic vein graft	ANATOMY	3a	3a:syn_dict
normal ammonia	FINDING	3a	3a:syn_dict
triggered by exertion	FINDING	3a	3a:syn_dict
allergy skin test	PROCEDURE	3a	3a:syn_dict
oral flucloxacillin	DRUG	3a	3a:syn_dict
eczematous dermatitis	CONDITION	3a	3a:syn_dict
speech delayed	CONDITION	3a	3a:syn_dict
wound swab	PROCEDURE	3a	3a:syn_dict
recurrent lower respiratory infections	CONDITION	3a	3a:syn_dict
ck normal	FINDING	3a	3a:syn_dict
autonomic dysregulation	CONDITION	3a	3a:syn_dict
left atrial appendage closure	PROCEDURE	3a	3a:syn_dict
digestive diseases	CONDITION	3a	3a:syn_dict
liver mass	FINDING	3a	3a:syn_dict
vomiting after injury	FINDING	3a	3a:syn_dict
posterior neck pain	SYMPTOM	3a	3a:syn_dict
acute bone infection	CONDITION	3a	3a:syn_dict
bony deformity	FINDING	3a	3a:syn_dict
iris cyst	CONDITION	3a	3a:syn_dict
anterior wall of rectum	ANATOMY	3a	3a:syn_dict
metastatic ovarian cancer	CONDITION	3a	3a:syn_dict
pedunculated uterine leiomyoma	CONDITION	3a	3a:syn_dict
carcinoid heart disease	CONDITION	3a	3a:syn_dict
pulmonary valves	ANATOMY	3a	3a:syn_dict
normal tongue	FINDING	3a	3a:syn_dict
normal hematologic parameters	FINDING	3a	3a:syn_dict
crescentic glomerulonephritis	CONDITION	3a	3a:syn_dict
hypochondriac region	ANATOMY	3a	3a:syn_dict
dilated ascending aorta	FINDING	3a	3a:syn_dict
aortic valve normal	FINDING	3a	3a:syn_dict
mobilis	PROCEDURE	3a	3a:syn_dict
extrahepatic biliary tree	ANATOMY	3a	3a:syn_dict
urinary stasis	CONDITION	3a	3a:syn_dict
biliary tract infection	CONDITION	3a	3a:syn_dict
albright syndrome	CONDITION	3a	3a:syn_dict
germ cell neoplasia	CONDITION	3a	3a:syn_dict
postsurgical menopause	CONDITION	3a	3a:syn_dict
nephrogenic anemia	CONDITION	3a	3a:syn_dict
abscess on buttock	CONDITION	3a	3a:syn_dict
loculated empyema	CONDITION	3a	3a:syn_dict
painful diabetic neuropathy	CONDITION	3a	3a:syn_dict
inability to walk unaided	FINDING	3a	3a:syn_dict
sensory ataxia	SYMPTOM	3a	3a:syn_dict
pain in left breast	SYMPTOM	3a	3a:syn_dict
anterior and posterior repair	PROCEDURE	3a	3a:syn_dict
history of genital prolapse	FINDING	3a	3a:syn_dict
vaginal hysterectomy	PROCEDURE	3a	3a:syn_dict
anorectal manometry	PROCEDURE	3a	3a:syn_dict
hypomotility	CONDITION	3a	3a:syn_dict
left corona radiata	ANATOMY	3a	3a:syn_dict
sudden unexplained death	FINDING	3a	3a:syn_dict
third ray	ANATOMY	3a	3a:syn_dict
third metacarpal	ANATOMY	3a	3a:syn_dict
bone process	ANATOMY	3a	3a:syn_dict
parotid neoplasm	CONDITION	3a	3a:syn_dict
costal region	ANATOMY	3a	3a:syn_dict
benign mesenchymoma	CONDITION	3a	3a:syn_dict
inguinal ligaments	ANATOMY	3a	3a:syn_dict
penile surface	ANATOMY	3a	3a:syn_dict
urethral irritation	FINDING	3a	3a:syn_dict
lincomycin	DRUG	3a	3a:syn_dict
genital rash	FINDING	3a	3a:syn_dict
anterior surface of scrotum	ANATOMY	3a	3a:syn_dict
chronic dermatitis	CONDITION	3a	3a:syn_dict
chemical burn	FINDING	3a	3a:syn_dict
penile swelling	SYMPTOM	3a	3a:syn_dict
penile edema	CONDITION	3a	3a:syn_dict
blood gas analysis	PROCEDURE	3a	3a:syn_dict
carotid body paraganglioma	CONDITION	3a	3a:syn_dict
hereditary paraganglioma	CONDITION	3a	3a:syn_dict
sdhb gene	PROCEDURE	3a	3a:syn_dict
systemic autoimmune disease	CONDITION	3a	3a:syn_dict
myelitis transverse	CONDITION	3a	3a:syn_dict
musculoskeletal disease	CONDITION	3a	3a:syn_dict
viscosupplementation	PROCEDURE	3a	3a:syn_dict
prolonged reading	FINDING	3a	3a:syn_dict
visual fatigue	SYMPTOM	3a	3a:syn_dict
liver failure with encephalopathy	CONDITION	3a	3a:syn_dict
normal bp	FINDING	3a	3a:syn_dict
corneal epithelial debridement	PROCEDURE	3a	3a:syn_dict
reversible cerebral vasoconstriction syndrome	CONDITION	3a	3a:syn_dict
aneur	DRUG	3a	3a:syn_dict
rcvs	CONDITION	3a	3a:syn_dict
endophthalmitis of right eye	CONDITION	3a	3a:syn_dict
lower motor neuron disease	FINDING	3a	3a:syn_dict
right superior lobar artery	ANATOMY	3a	3a:syn_dict
left superior lobar artery	ANATOMY	3a	3a:syn_dict
right lower lobar artery	ANATOMY	3a	3a:syn_dict
intermediate artery	ANATOMY	3a	3a:syn_dict
heart overload	CONDITION	3a	3a:syn_dict
metastatic small cell neuroendocrine carcinoma	CONDITION	3a	3a:syn_dict
administer vasopressors	PROCEDURE	3a	3a:syn_dict
left lateral tilt	FINDING	3a	3a:syn_dict
aldex	DRUG	3a	3a:syn_dict
groin ultrasound	PROCEDURE	3a	3a:syn_dict
epididymitis orchitis	CONDITION	3a	3a:syn_dict
medication reactions	CONDITION	3a	3a:syn_dict
history of mumps	FINDING	3a	3a:syn_dict
ability to swallow liquids	FINDING	3a	3a:syn_dict
appendiceal neoplasm	CONDITION	3a	3a:syn_dict
valacyclovir	DRUG	3a	3a:syn_dict
silicone oil tamponade	PROCEDURE	3a	3a:syn_dict
nasal septum deviation	FINDING	3a	3a:syn_dict
ostiomeatal complex	ANATOMY	3a	3a:syn_dict
ear popping	SYMPTOM	3a	3a:syn_dict
atll	CONDITION	3a	3a:syn_dict
inspiratory rhonchi	FINDING	3a	3a:syn_dict
normal liver size	FINDING	3a	3a:syn_dict
normal pancreas	FINDING	3a	3a:syn_dict
mammary artery	ANATOMY	3a	3a:syn_dict
recurrent fungal infection	CONDITION	3a	3a:syn_dict
extended right colectomy	PROCEDURE	3a	3a:syn_dict
d dimer elevated	FINDING	3a	3a:syn_dict
cardiac cirrhosis	CONDITION	3a	3a:syn_dict
hepatorenal; insufficiency	CONDITION	3a	3a:syn_dict
sphincter of oddi dysfunction	CONDITION	3a	3a:syn_dict
back radiation	SYMPTOM	3a	3a:syn_dict
age eligibility	FINDING	3a	3a:syn_dict
cancer phobia	CONDITION	3a	3a:syn_dict
radiotherapy session	PROCEDURE	3a	3a:syn_dict
microsporidia	CONDITION	3a	3a:syn_dict
bacterial cns infection	CONDITION	3a	3a:syn_dict
left buccal mucosa	ANATOMY	3a	3a:syn_dict
buccal mucosal lesion	FINDING	3a	3a:syn_dict
lichenoid reaction	CONDITION	3a	3a:syn_dict
dome of urinary bladder	ANATOMY	3a	3a:syn_dict
terminal ileitis	CONDITION	3a	3a:syn_dict
pulmonary arteriovenous malformation	CONDITION	3a	3a:syn_dict
mesocolic lymph nodes	ANATOMY	3a	3a:syn_dict
auricular swelling	SYMPTOM	3a	3a:syn_dict
synovitis of left ankle	CONDITION	3a	3a:syn_dict
afb smear positive	LAB_RESULT	3a	3a:syn_dict
ankle symptoms	SYMPTOM	3a	3a:syn_dict
kaposi varicelliform eruption	CONDITION	3a	3a:syn_dict
pyelograms	PROCEDURE	3a	3a:syn_dict
transplant dysfunction	CONDITION	3a	3a:syn_dict
alveolar resorption	CONDITION	3a	3a:syn_dict
mastoid processes	ANATOMY	3a	3a:syn_dict
lateral region	ANATOMY	3a	3a:syn_dict
postoperative assessment	PROCEDURE	3a	3a:syn_dict
restiveness	SYMPTOM	3a	3a:syn_dict
posterior mediastinal mass	FINDING	3a	3a:syn_dict
radiography of skull	PROCEDURE	3a	3a:syn_dict
radiologic examination	PROCEDURE	3a	3a:syn_dict
patient examination	PROCEDURE	3a	3a:syn_dict
hypercal	DRUG	3a	3a:syn_dict
hemoglobin borderline low	FINDING	3a	3a:syn_dict
physical therapy goals	PROCEDURE	3a	3a:syn_dict
chronic failure to thrive	FINDING	3a	3a:syn_dict
alveolar bone atrophy	CONDITION	3a	3a:syn_dict
voiding cystourethrogram	PROCEDURE	3a	3a:syn_dict
pseudomyxoma peritonei	CONDITION	3a	3a:syn_dict
ormond disease	CONDITION	3a	3a:syn_dict
calcium acetate	DRUG	3a	3a:syn_dict
penile angulation	FINDING	3a	3a:syn_dict
scrotal hematoma	CONDITION	3a	3a:syn_dict
paraphimosis	CONDITION	3a	3a:syn_dict
urinary retention postoperative	CONDITION	3a	3a:syn_dict
edema of lower extremities	CONDITION	3a	3a:syn_dict
other sepsis	CONDITION	3a	3a:syn_dict
lip mucosa	ANATOMY	3a	3a:syn_dict
submaxillary lymphadenopathy	CONDITION	3a	3a:syn_dict
mycobacterium avium complex	CONDITION	3a	3a:syn_dict
popliteal pulse absent	FINDING	3a	3a:syn_dict
parotid region	ANATOMY	3a	3a:syn_dict
hypothalamic tumor	CONDITION	3a	3a:syn_dict
multiple colonic diverticula	FINDING	3a	3a:syn_dict
diverticulosis colon	CONDITION	3a	3a:syn_dict
mucosal edema	CONDITION	3a	3a:syn_dict
family social history	FINDING	3a	3a:syn_dict
sphenoidal sinus	CONDITION	3a	3a:syn_dict
right foot drop	FINDING	3a	3a:syn_dict
hydronephrotic kidney	FINDING	3a	3a:syn_dict
ureterosigmoidostomy	PROCEDURE	3a	3a:syn_dict
pnx	FINDING	3a	3a:syn_dict
pmx	FINDING	3a	3a:syn_dict
eosinophilic endocarditis	CONDITION	3a	3a:syn_dict
loeffler's endocarditis	CONDITION	3a	3a:syn_dict
lesion of upper lip	FINDING	3a	3a:syn_dict
epibulbar dermoid	CONDITION	3a	3a:syn_dict
upper gingiva	ANATOMY	3a	3a:syn_dict
lacrimal duct	ANATOMY	3a	3a:syn_dict
ct angiography head and neck	PROCEDURE	3a	3a:syn_dict
pelvic abscess	CONDITION	3a	3a:syn_dict
paraspinal region	ANATOMY	3a	3a:syn_dict
all in remission	CONDITION	3a	3a:syn_dict
cannabis intoxication	CONDITION	3a	3a:syn_dict
antianginal	DRUG	3a	3a:syn_dict
psychiatric referral	PROCEDURE	3a	3a:syn_dict
neuroacanthocytosis	CONDITION	3a	3a:syn_dict
pkan	CONDITION	3a	3a:syn_dict
ultrasound of urinary tract	PROCEDURE	3a	3a:syn_dict
postoperative evaluation	PROCEDURE	3a	3a:syn_dict
decreased attention	SYMPTOM	3a	3a:syn_dict
zol	DRUG	3a	3a:syn_dict
menstrual cycles regular	FINDING	3a	3a:syn_dict
cerebellar peduncles	ANATOMY	3a	3a:syn_dict
iliofemoral; thrombophlebitis	CONDITION	3a	3a:syn_dict
geographic necrosis	FINDING	3a	3a:syn_dict
hypercellular	CONDITION	3a	3a:syn_dict
neuropsychological examination	PROCEDURE	3a	3a:syn_dict
potomania	CONDITION	3a	3a:syn_dict
bilateral otalgia	SYMPTOM	3a	3a:syn_dict
disorder oppositional	CONDITION	3a	3a:syn_dict
rectal discharge	FINDING	3a	3a:syn_dict
chest pain radiating to jaw	SYMPTOM	3a	3a:syn_dict
chest pain exertional	SYMPTOM	3a	3a:syn_dict
castleman disease	CONDITION	3a	3a:syn_dict
chest swelling	FINDING	3a	3a:syn_dict
lumbar spine mri	PROCEDURE	3a	3a:syn_dict
open angle	FINDING	3a	3a:syn_dict
exertional leg pain	FINDING	3a	3a:syn_dict
speech volume	FINDING	3a	3a:syn_dict
lingual fasciculations	FINDING	3a	3a:syn_dict
tongue atrophy	FINDING	3a	3a:syn_dict
drop foot	FINDING	3a	3a:syn_dict
normal psychomotor development	FINDING	3a	3a:syn_dict
infiltrating breast carcinoma	CONDITION	3a	3a:syn_dict
history of penicillin allergy	FINDING	3a	3a:syn_dict
lymphoedema	CONDITION	3a	3a:syn_dict
lactams	DRUG	3a	3a:syn_dict
carboxyhemoglobin levels	LAB_RESULT	3a	3a:syn_dict
permanent tracheostomy	PROCEDURE	3a	3a:syn_dict
acute systolic heart failure	CONDITION	3a	3a:syn_dict
bulbar involvement	FINDING	3a	3a:syn_dict
breast enlargement	CONDITION	3a	3a:syn_dict
deteriorating renal function	LAB_RESULT	3a	3a:syn_dict
climbs stairs	FINDING	3a	3a:syn_dict
gottron's sign	SYMPTOM	3a	3a:syn_dict
osteoblastoma	CONDITION	3a	3a:syn_dict
right hamate	ANATOMY	3a	3a:syn_dict
labial skin	FINDING	3a	3a:syn_dict
skin tag	CONDITION	3a	3a:syn_dict
neoplastic proliferation	CONDITION	3a	3a:syn_dict
treatment modification	PROCEDURE	3a	3a:syn_dict
diffuse macular rash	SYMPTOM	3a	3a:syn_dict
pityriasis	CONDITION	3a	3a:syn_dict
factor x deficiency	CONDITION	3a	3a:syn_dict
elevated serum creatinine	FINDING	3a	3a:syn_dict
urinalyses	PROCEDURE	3a	3a:syn_dict
pulmonary amyloidosis	CONDITION	3a	3a:syn_dict
hepatic amyloidosis	CONDITION	3a	3a:syn_dict
hereditary amyloidosis	CONDITION	3a	3a:syn_dict
imaging of pelvis	PROCEDURE	3a	3a:syn_dict
levator ani	ANATOMY	3a	3a:syn_dict
cellular pleomorphism	FINDING	3a	3a:syn_dict
negative staining	PROCEDURE	3a	3a:syn_dict
ostomy care education	PROCEDURE	3a	3a:syn_dict
amyloidosis secondary	CONDITION	3a	3a:syn_dict
metastatic spinal cord compression	CONDITION	3a	3a:syn_dict
incision with staples in place	FINDING	3a	3a:syn_dict
stromal sarcoma	CONDITION	3a	3a:syn_dict
vomiting postoperative	SYMPTOM	3a	3a:syn_dict
dresses appropriately	FINDING	3a	3a:syn_dict
antiemetic support	PROCEDURE	3a	3a:syn_dict
colostomy care	PROCEDURE	3a	3a:syn_dict
pelvic floor reconstruction	PROCEDURE	3a	3a:syn_dict
ulcerative colitis exacerbation	CONDITION	3a	3a:syn_dict
prostate ultrasound	PROCEDURE	3a	3a:syn_dict
review immunization	PROCEDURE	3a	3a:syn_dict
immune complex deposition	FINDING	3a	3a:syn_dict
sicca	CONDITION	3a	3a:syn_dict
mononeuritis	CONDITION	3a	3a:syn_dict
antifungal agents	DRUG	3a	3a:syn_dict
motor clumsiness	FINDING	3a	3a:syn_dict
recurrent renal cell carcinoma	CONDITION	3a	3a:syn_dict
soft tissue metastasis	CONDITION	3a	3a:syn_dict
left kidney absent	FINDING	3a	3a:syn_dict
morton neuroma	CONDITION	3a	3a:syn_dict
lower extremity surgery	PROCEDURE	3a	3a:syn_dict
venous doppler	PROCEDURE	3a	3a:syn_dict
toradol	DRUG	3a	3a:syn_dict
left areola	ANATOMY	3a	3a:syn_dict
pectoralis major muscle	ANATOMY	3a	3a:syn_dict
mediastinal hematoma	CONDITION	3a	3a:syn_dict
oxycodone sr	DRUG	3a	3a:syn_dict
breast incision	PROCEDURE	3a	3a:syn_dict
pth elevated	FINDING	3a	3a:syn_dict
