term	category	first_tier	first_source
gonalgia	SYMPTOM	3a	3a:syn_dict
bilateral neck pain	SYMPTOM	3a	3a:syn_dict
acute onset pain	SYMPTOM	3a	3a:syn_dict
stertorous breathing	SYMPTOM	3a	3a:syn_dict
adie's tonic pupil	SYMPTOM	3a	3a:syn_dict
bulging fontanels	SYMPTOM	3a	3a:syn_dict
pain of left testicle	SYMPTOM	3a	3a:syn_dict
infant colic	SYMPTOM	3a	3a:syn_dict
tenderness was elicited	SYMPTOM	3a	3a:syn_dict
eye itching	SYMPTOM	3a	3a:syn_dict
aspirin intolerance	SYMPTOM	3a	3a:syn_dict
vasovagal symptoms	SYMPTOM	3a	3a:syn_dict
opisthotonos	SYMPTOM	3a	3a:syn_dict
hepatic tenderness	SYMPTOM	3a	3a:syn_dict
hyperacusis	SYMPTOM	3a	3a:syn_dict
generalized dry skin	SYMPTOM	3a	3a:syn_dict
acute cough	SYMPTOM	3a	3a:syn_dict
symptoms cardiovascular	SYMPTOM	3a	3a:syn_dict
generalized decrease in strength	SYMPTOM	3a	3a:syn_dict
sister mary joseph's nodule	SYMPTOM	3a	3a:syn_dict
numbness in toes	SYMPTOM	3a	3a:syn_dict
tender lymph node	SYMPTOM	3a	3a:syn_dict
inflammatory pain	SYMPTOM	3a	3a:syn_dict
nausea with vomiting	SYMPTOM	3a	3a:syn_dict
hepatic pain	SYMPTOM	3a	3a:syn_dict
difficulty opening left eye	SYMPTOM	3a	3a:syn_dict
hoarse voice quality	SYMPTOM	3a	3a:syn_dict
strength decreased	SYMPTOM	3a	3a:syn_dict
pathognomonic sign	SYMPTOM	3a	3a:syn_dict
oncology pain	SYMPTOM	3a	3a:syn_dict
lymph node pain	SYMPTOM	3a	3a:syn_dict
scintillating scotoma	SYMPTOM	3a	3a:syn_dict
malignant cachexia	SYMPTOM	3a	3a:syn_dict
burning sensation of eyes	SYMPTOM	3a	3a:syn_dict
chest pain described as pressure	SYMPTOM	3a	3a:syn_dict
difficulty opening eye	SYMPTOM	3a	3a:syn_dict
leukorrhea	SYMPTOM	3a	3a:syn_dict
forefoot pain	SYMPTOM	3a	3a:syn_dict
eyes roll	SYMPTOM	3a	3a:syn_dict
cranial nerve symptoms	SYMPTOM	3a	3a:syn_dict
pain radiating to left shoulder	SYMPTOM	3a	3a:syn_dict
uterine tenderness	SYMPTOM	3a	3a:syn_dict
prodromal period	SYMPTOM	3a	3a:syn_dict
continuous urinary leakage	SYMPTOM	3a	3a:syn_dict
bright red blood in urine	SYMPTOM	3a	3a:syn_dict
pain uncontrolled	SYMPTOM	3a	3a:syn_dict
pupil dilated	SYMPTOM	3a	3a:syn_dict
burning chest pain	SYMPTOM	3a	3a:syn_dict
anginal pain	SYMPTOM	3a	3a:syn_dict
substernal pain	SYMPTOM	3a	3a:syn_dict
intermittent anxiety	SYMPTOM	3a	3a:syn_dict
ureteral pain	SYMPTOM	3a	3a:syn_dict
gum irritation	SYMPTOM	3a	3a:syn_dict
upper extremity paresis	SYMPTOM	3a	3a:syn_dict
psychogenic symptoms	SYMPTOM	3a	3a:syn_dict
orthostatic presyncope	SYMPTOM	3a	3a:syn_dict
migraine prodrome	SYMPTOM	3a	3a:syn_dict
convulsing	SYMPTOM	3a	3a:syn_dict
perineal mass	SYMPTOM	3a	3a:syn_dict
vulvar pruritus	SYMPTOM	3a	3a:syn_dict
swelling of lip	SYMPTOM	3a	3a:syn_dict
lymph node tenderness	SYMPTOM	3a	3a:syn_dict
frequent heartburn	SYMPTOM	3a	3a:syn_dict
bloating after meals	SYMPTOM	3a	3a:syn_dict
generalized ache	SYMPTOM	3a	3a:syn_dict
palatal weakness	SYMPTOM	3a	3a:syn_dict
ophthalmoparesis	SYMPTOM	3a	3a:syn_dict
orthostatic headache	SYMPTOM	3a	3a:syn_dict
flaccid paraparesis	SYMPTOM	3a	3a:syn_dict
esophageal discomfort	SYMPTOM	3a	3a:syn_dict
burning chest	SYMPTOM	3a	3a:syn_dict
upper limb paresis	SYMPTOM	3a	3a:syn_dict
head and neck mass	SYMPTOM	3a	3a:syn_dict
generalized tonic clonic seizures	SYMPTOM	3a	3a:syn_dict
periorbital rash	SYMPTOM	3a	3a:syn_dict
nausea or abdominal pain	SYMPTOM	3a	3a:syn_dict
pain in foot	SYMPTOM	3a	3a:syn_dict
coxalgia	SYMPTOM	3a	3a:syn_dict
generalized pruritis	SYMPTOM	3a	3a:syn_dict
peritoneal exudate	SYMPTOM	3a	3a:syn_dict
vulvovaginal pruritus	SYMPTOM	3a	3a:syn_dict
back pain severe	SYMPTOM	3a	3a:syn_dict
high urine output	SYMPTOM	3a	3a:syn_dict
distress gastrointestinal	SYMPTOM	3a	3a:syn_dict
colon rectal pain	SYMPTOM	3a	3a:syn_dict
distress respiratory	SYMPTOM	3a	3a:syn_dict
head discomfort	SYMPTOM	3a	3a:syn_dict
facial twitching	SYMPTOM	3a	3a:syn_dict
acute onset cough	SYMPTOM	3a	3a:syn_dict
postoperative emesis	SYMPTOM	3a	3a:syn_dict
feeling bloated	SYMPTOM	3a	3a:syn_dict
vaginal itching	SYMPTOM	3a	3a:syn_dict
convulsive movements	SYMPTOM	3a	3a:syn_dict
paraesthesia	SYMPTOM	3a	3a:syn_dict
preterm contractions	SYMPTOM	3a	3a:syn_dict
synkinesis	SYMPTOM	3a	3a:syn_dict
perimenopausal symptoms	SYMPTOM	3a	3a:syn_dict
right facial pain	SYMPTOM	3a	3a:syn_dict
bilateral cva tenderness	SYMPTOM	3a	3a:syn_dict
tender right testis	SYMPTOM	3a	3a:syn_dict
pain in jaw	SYMPTOM	3a	3a:syn_dict
urgency with urination	SYMPTOM	3a	3a:syn_dict
shoulder pains	SYMPTOM	3a	3a:syn_dict
left testicular swelling	SYMPTOM	3a	3a:syn_dict
feeling strange	SYMPTOM	3a	3a:syn_dict
stabbing abdominal pain	SYMPTOM	3a	3a:syn_dict
episodic dystonia	SYMPTOM	3a	3a:syn_dict
anterior right thigh pain	SYMPTOM	3a	3a:syn_dict
excessive snoring	SYMPTOM	3a	3a:syn_dict
shoulder pad sign	SYMPTOM	3a	3a:syn_dict
scrotal tenderness	SYMPTOM	3a	3a:syn_dict
mobility limitation	SYMPTOM	3a	3a:syn_dict
excruciating lower back pain	SYMPTOM	3a	3a:syn_dict
nipple pain	SYMPTOM	3a	3a:syn_dict
anterior chest wall pain	SYMPTOM	3a	3a:syn_dict
periorbital headaches	SYMPTOM	3a	3a:syn_dict
nonrestorative sleep	SYMPTOM	3a	3a:syn_dict
trigeminy	SYMPTOM	3a	3a:syn_dict
dural tail sign	SYMPTOM	3a	3a:syn_dict
cough at rest	SYMPTOM	3a	3a:syn_dict
radiating lower back pain	SYMPTOM	3a	3a:syn_dict
worsening vision in right eye	SYMPTOM	3a	3a:syn_dict
persistent tremor	SYMPTOM	3a	3a:syn_dict
feeling of chest tightness	SYMPTOM	3a	3a:syn_dict
salt craving	SYMPTOM	3a	3a:syn_dict
llq abdominal pain	SYMPTOM	3a	3a:syn_dict
arrhythmic syncope	SYMPTOM	3a	3a:syn_dict
decreased nausea and vomiting	SYMPTOM	3a	3a:syn_dict
somatic symptom	SYMPTOM	3a	3a:syn_dict
pruritus of penis	SYMPTOM	3a	3a:syn_dict
constipation alternating with diarrhea	SYMPTOM	3a	3a:syn_dict
temporal scotoma	SYMPTOM	3a	3a:syn_dict
painful erections	SYMPTOM	3a	3a:syn_dict
diarrhea alternating with constipation	SYMPTOM	3a	3a:syn_dict
perianal irritation	SYMPTOM	3a	3a:syn_dict
sudden onset of palpitations	SYMPTOM	3a	3a:syn_dict
motor tic	SYMPTOM	3a	3a:syn_dict
vocal tic	SYMPTOM	3a	3a:syn_dict
oropharyngeal pain	SYMPTOM	3a	3a:syn_dict
ureteral colic	SYMPTOM	3a	3a:syn_dict
sciatia	SYMPTOM	3a	3a:syn_dict
fever rash	SYMPTOM	3a	3a:syn_dict
exquisite pain	SYMPTOM	3a	3a:syn_dict
chronic vomiting	SYMPTOM	3a	3a:syn_dict
weak cough	SYMPTOM	3a	3a:syn_dict
felt faint	SYMPTOM	3a	3a:syn_dict
exertional fatigue	SYMPTOM	3a	3a:syn_dict
diffuse spasm	SYMPTOM	3a	3a:syn_dict
maroon stools	SYMPTOM	3a	3a:syn_dict
skin flushed	SYMPTOM	3a	3a:syn_dict
left breast swelling	SYMPTOM	3a	3a:syn_dict
cardiogenic syncopes	SYMPTOM	3a	3a:syn_dict
left arm paralysis	SYMPTOM	3a	3a:syn_dict
generalized abdominal tenderness	SYMPTOM	3a	3a:syn_dict
psychogenic pseudosyncope	SYMPTOM	3a	3a:syn_dict
syncope convulsive	SYMPTOM	3a	3a:syn_dict
coughing up phlegm	SYMPTOM	3a	3a:syn_dict
pain in right thigh	SYMPTOM	3a	3a:syn_dict
proctalgia	SYMPTOM	3a	3a:syn_dict
tense fontanelle	SYMPTOM	3a	3a:syn_dict
itching of left eye	SYMPTOM	3a	3a:syn_dict
worst imaginable pain	SYMPTOM	3a	3a:syn_dict
pain radiating to right shoulder	SYMPTOM	3a	3a:syn_dict
change in bowel habit	SYMPTOM	3a	3a:syn_dict
pain bone	SYMPTOM	3a	3a:syn_dict
head fullness	SYMPTOM	3a	3a:syn_dict
cardiogenic syncope	SYMPTOM	3a	3a:syn_dict
sudden visual loss	SYMPTOM	3a	3a:syn_dict
twitching of face	SYMPTOM	3a	3a:syn_dict
musculoskeletal arm pain	SYMPTOM	3a	3a:syn_dict
lancinating pains	SYMPTOM	3a	3a:syn_dict
vaginal odor	SYMPTOM	3a	3a:syn_dict
difficulty closing right eye	SYMPTOM	3a	3a:syn_dict
recent unexplained weight loss	SYMPTOM	3a	3a:syn_dict
rectal sensation	SYMPTOM	3a	3a:syn_dict
forearm pain	SYMPTOM	3a	3a:syn_dict
mucosal hyperplasia	SYMPTOM	3a	3a:syn_dict
bronchopneumopathy	SYMPTOM	3a	3a:syn_dict
allergic symptom	SYMPTOM	3a	3a:syn_dict
courvoisier sign	SYMPTOM	3a	3a:syn_dict
balance impairment	SYMPTOM	3a	3a:syn_dict
wound tenderness	SYMPTOM	3a	3a:syn_dict
pain radiating to neck	SYMPTOM	3a	3a:syn_dict
swollen elbow	SYMPTOM	3a	3a:syn_dict
breast fullness	SYMPTOM	3a	3a:syn_dict
having tantrums	SYMPTOM	3a	3a:syn_dict
feculent vomiting	SYMPTOM	3a	3a:syn_dict
chronic muscle pain	SYMPTOM	3a	3a:syn_dict
pain acute	SYMPTOM	3a	3a:syn_dict
blurred vision in right eye	SYMPTOM	3a	3a:syn_dict
inspiratory pain	SYMPTOM	3a	3a:syn_dict
prostatic tenderness	SYMPTOM	3a	3a:syn_dict
syncopes	SYMPTOM	3a	3a:syn_dict
palpitations started suddenly	SYMPTOM	3a	3a:syn_dict
lhermitte's sign	SYMPTOM	3a	3a:syn_dict
faintness	SYMPTOM	3a	3a:syn_dict
dizzy spell	SYMPTOM	3a	3a:syn_dict
smoker's cough	SYMPTOM	3a	3a:syn_dict
genital pain	SYMPTOM	3a	3a:syn_dict
perineal symptoms	SYMPTOM	3a	3a:syn_dict
generalized flushing	SYMPTOM	3a	3a:syn_dict
balance disorder	SYMPTOM	3a	3a:syn_dict
chronic bladder pain	SYMPTOM	3a	3a:syn_dict
inability to crawl	SYMPTOM	3a	3a:syn_dict
difficulty swallowing thin liquids	SYMPTOM	3a	3a:syn_dict
coordination impairment	SYMPTOM	3a	3a:syn_dict
general debility	SYMPTOM	3a	3a:syn_dict
right neck pain	SYMPTOM	3a	3a:syn_dict
tabetic gait	SYMPTOM	3a	3a:syn_dict
difficulty understanding speech	SYMPTOM	3a	3a:syn_dict
leg cramp	SYMPTOM	3a	3a:syn_dict
worsening peripheral vision	SYMPTOM	3a	3a:syn_dict
dyssynergia	SYMPTOM	3a	3a:syn_dict
mucosal toxicity	SYMPTOM	3a	3a:syn_dict
abdominal and pelvic pain	SYMPTOM	3a	3a:syn_dict
painful penile erection	SYMPTOM	3a	3a:syn_dict
fine tremors	SYMPTOM	3a	3a:syn_dict
somatic manifestation	SYMPTOM	3a	3a:syn_dict
localized joint pain	SYMPTOM	3a	3a:syn_dict
parietal pain	SYMPTOM	3a	3a:syn_dict
calf cramp	SYMPTOM	3a	3a:syn_dict
habitual constipation	SYMPTOM	3a	3a:syn_dict
difficulty distinguishing colors	SYMPTOM	3a	3a:syn_dict
morning vomiting	SYMPTOM	3a	3a:syn_dict
hip click	SYMPTOM	3a	3a:syn_dict
pustular rash	SYMPTOM	3a	3a:syn_dict
sweating heavily at night	SYMPTOM	3a	3a:syn_dict
snores loudly	SYMPTOM	3a	3a:syn_dict
periorbital discomfort	SYMPTOM	3a	3a:syn_dict
lower extremity paresthesia	SYMPTOM	3a	3a:syn_dict
ascending numbness	SYMPTOM	3a	3a:syn_dict
headache accompanied by nausea	SYMPTOM	3a	3a:syn_dict
change in stool consistency	SYMPTOM	3a	3a:syn_dict
prodromal symptom	SYMPTOM	3a	3a:syn_dict
bladder spasm	SYMPTOM	3a	3a:syn_dict
tibia pain	SYMPTOM	3a	3a:syn_dict
nocturnal disorientation	SYMPTOM	3a	3a:syn_dict
hematologic symptoms	SYMPTOM	3a	3a:syn_dict
shoulder tenderness	SYMPTOM	3a	3a:syn_dict
anterior cervical pain	SYMPTOM	3a	3a:syn_dict
angina symptoms	SYMPTOM	3a	3a:syn_dict
hearing complaints	SYMPTOM	3a	3a:syn_dict
frequent stools	SYMPTOM	3a	3a:syn_dict
increasing breathlessness	SYMPTOM	3a	3a:syn_dict
bilateral heel pain	SYMPTOM	3a	3a:syn_dict
review of systems unobtainable	SYMPTOM	3a	3a:syn_dict
other general symptoms and signs	SYMPTOM	3a	3a:syn_dict
skin color changes	SYMPTOM	3a	3a:syn_dict
cough nonproductive	SYMPTOM	3a	3a:syn_dict
paraparesis of lower extremities	SYMPTOM	3a	3a:syn_dict
pain in extremity	SYMPTOM	3a	3a:syn_dict
strange sensation	SYMPTOM	3a	3a:syn_dict
grunting respirations	SYMPTOM	3a	3a:syn_dict
oral numbness	SYMPTOM	3a	3a:syn_dict
lower back stiffness	SYMPTOM	3a	3a:syn_dict
thigh paresthesia	SYMPTOM	3a	3a:syn_dict
decrease appetite	SYMPTOM	3a	3a:syn_dict
swollen glands in neck	SYMPTOM	3a	3a:syn_dict
purpura or ecchymosis	SYMPTOM	3a	3a:syn_dict
neck spasms	SYMPTOM	3a	3a:syn_dict
wasting syndrome	SYMPTOM	3a	3a:syn_dict
swelling neck	SYMPTOM	3a	3a:syn_dict
gum redness	SYMPTOM	3a	3a:syn_dict
unable to move right leg	SYMPTOM	3a	3a:syn_dict
mucous membrane dryness	SYMPTOM	3a	3a:syn_dict
orofacial pain	SYMPTOM	3a	3a:syn_dict
pain in scrotum	SYMPTOM	3a	3a:syn_dict
limb numbness	SYMPTOM	3a	3a:syn_dict
recurrent chills	SYMPTOM	3a	3a:syn_dict
mucous diarrhea	SYMPTOM	3a	3a:syn_dict
habitual snoring	SYMPTOM	3a	3a:syn_dict
glans penis pain	SYMPTOM	3a	3a:syn_dict
opisthotonus	SYMPTOM	3a	3a:syn_dict
enanthema	SYMPTOM	3a	3a:syn_dict
pain from metastases	SYMPTOM	3a	3a:syn_dict
numbness of hand	SYMPTOM	3a	3a:syn_dict
weakness in hands and feet	SYMPTOM	3a	3a:syn_dict
recurrent episodes of fainting	SYMPTOM	3a	3a:syn_dict
vesicular murmur	SYMPTOM	3a	3a:syn_dict
lip paresthesia	SYMPTOM	3a	3a:syn_dict
tongue symptoms	SYMPTOM	3a	3a:syn_dict
kidney pain	SYMPTOM	3a	3a:syn_dict
intermittent tremors	SYMPTOM	3a	3a:syn_dict
tactile allodynia	SYMPTOM	3a	3a:syn_dict
back stiffness	SYMPTOM	3a	3a:syn_dict
dizziness intermittent	SYMPTOM	3a	3a:syn_dict
foot symptoms	SYMPTOM	3a	3a:syn_dict
petechial hemorrhage	SYMPTOM	3a	3a:syn_dict
low back ache	SYMPTOM	3a	3a:syn_dict
facial paresthesia	SYMPTOM	3a	3a:syn_dict
osler node	SYMPTOM	3a	3a:syn_dict
increased leg circumference	SYMPTOM	3a	3a:syn_dict
tender thyroid	SYMPTOM	3a	3a:syn_dict
perianal itching	SYMPTOM	3a	3a:syn_dict
neuromuscular manifestations	SYMPTOM	3a	3a:syn_dict
involuntary shaking	SYMPTOM	3a	3a:syn_dict
distal numbness	SYMPTOM	3a	3a:syn_dict
decrease in muscle strength	SYMPTOM	3a	3a:syn_dict
paraspinal pain	SYMPTOM	3a	3a:syn_dict
hard edema	SYMPTOM	3a	3a:syn_dict
coordination deficit	SYMPTOM	3a	3a:syn_dict
pounding headache	SYMPTOM	3a	3a:syn_dict
mcburney's sign	SYMPTOM	3a	3a:syn_dict
symptoms are controlled	SYMPTOM	3a	3a:syn_dict
acute constipation	SYMPTOM	3a	3a:syn_dict
pain in pelvis	SYMPTOM	3a	3a:syn_dict
dull chest pain	SYMPTOM	3a	3a:syn_dict
right subcostal pain	SYMPTOM	3a	3a:syn_dict
gradual onset of fever	SYMPTOM	3a	3a:syn_dict
feeling full quickly when eating	SYMPTOM	3a	3a:syn_dict
feeling agitated	SYMPTOM	3a	3a:syn_dict
peritoneal pain	SYMPTOM	3a	3a:syn_dict
flank pain worsened	SYMPTOM	3a	3a:syn_dict
tingling in fingers	SYMPTOM	3a	3a:syn_dict
acute onset of confusion	SYMPTOM	3a	3a:syn_dict
perioral tingling	SYMPTOM	3a	3a:syn_dict
sudden blindness	SYMPTOM	3a	3a:syn_dict
decreased concentration	SYMPTOM	3a	3a:syn_dict
legs feel heavy	SYMPTOM	3a	3a:syn_dict
cold toes	SYMPTOM	3a	3a:syn_dict
infrequent bowel movements	SYMPTOM	3a	3a:syn_dict
intermittent sore throat	SYMPTOM	3a	3a:syn_dict
acute cervical pain	SYMPTOM	3a	3a:syn_dict
referred facial pain	SYMPTOM	3a	3a:syn_dict
anemic pallor	SYMPTOM	3a	3a:syn_dict
meteorism	SYMPTOM	3a	3a:syn_dict
abdominal wall pain	SYMPTOM	3a	3a:syn_dict
acute lower back pain	SYMPTOM	3a	3a:syn_dict
postural lower back pain	SYMPTOM	3a	3a:syn_dict
tenderness skin	SYMPTOM	3a	3a:syn_dict
atypical behavior	SYMPTOM	3a	3a:syn_dict
pain in right groin	SYMPTOM	3a	3a:syn_dict
girdle pain	SYMPTOM	3a	3a:syn_dict
head pounding	SYMPTOM	3a	3a:syn_dict
vulvar itching	SYMPTOM	3a	3a:syn_dict
acute sore throat	SYMPTOM	3a	3a:syn_dict
pain in left wrist	SYMPTOM	3a	3a:syn_dict
paresthesia of lower extremities	SYMPTOM	3a	3a:syn_dict
ankle joint pain	SYMPTOM	3a	3a:syn_dict
right ear discharge	SYMPTOM	3a	3a:syn_dict
gait deviation	SYMPTOM	3a	3a:syn_dict
unable to communicate effectively	SYMPTOM	3a	3a:syn_dict
spinning dizziness	SYMPTOM	3a	3a:syn_dict
calf muscle cramps	SYMPTOM	3a	3a:syn_dict
left lower back pain	SYMPTOM	3a	3a:syn_dict
tenting skin	SYMPTOM	3a	3a:syn_dict
axillary swelling	SYMPTOM	3a	3a:syn_dict
jaw numbness	SYMPTOM	3a	3a:syn_dict
numbness of fingers	SYMPTOM	3a	3a:syn_dict
episodic wheezing	SYMPTOM	3a	3a:syn_dict
nocturnal confusion	SYMPTOM	3a	3a:syn_dict
hand paresthesia	SYMPTOM	3a	3a:syn_dict
generalized tonic clonic seizure	SYMPTOM	3a	3a:syn_dict
arthralgia of right hip	SYMPTOM	3a	3a:syn_dict
hip painful	SYMPTOM	3a	3a:syn_dict
vertex headaches	SYMPTOM	3a	3a:syn_dict
labial cyanosis	SYMPTOM	3a	3a:syn_dict
kehr's sign	SYMPTOM	3a	3a:syn_dict
endocrine symptoms	SYMPTOM	3a	3a:syn_dict
extremity clonus	SYMPTOM	3a	3a:syn_dict
thigh tenderness	SYMPTOM	3a	3a:syn_dict
numbness in face	SYMPTOM	3a	3a:syn_dict
bragard sign	SYMPTOM	3a	3a:syn_dict
stomach distention	SYMPTOM	3a	3a:syn_dict
tricuspid regurgitation jet velocity	SYMPTOM	3a	3a:syn_dict
warm skin	SYMPTOM	3a	3a:syn_dict
tingling of right thumb	SYMPTOM	3a	3a:syn_dict
lack of sensation	SYMPTOM	3a	3a:syn_dict
spinal headache	SYMPTOM	3a	3a:syn_dict
anorectal pain	SYMPTOM	3a	3a:syn_dict
pain during urination	SYMPTOM	3a	3a:syn_dict
head neck mass	SYMPTOM	3a	3a:syn_dict
perioral pallor	SYMPTOM	3a	3a:syn_dict
transient tics	SYMPTOM	3a	3a:syn_dict
diarrhea in pregnancy	SYMPTOM	3a	3a:syn_dict
pain in right forearm	SYMPTOM	3a	3a:syn_dict
severe muscle pain	SYMPTOM	3a	3a:syn_dict
perineal irritation	SYMPTOM	3a	3a:syn_dict
articular pain	SYMPTOM	3a	3a:syn_dict
exertional breathlessness	SYMPTOM	3a	3a:syn_dict
adenoid facies	SYMPTOM	3a	3a:syn_dict
headache severe	SYMPTOM	3a	3a:syn_dict
dental discomfort	SYMPTOM	3a	3a:syn_dict
localized muscle pain	SYMPTOM	3a	3a:syn_dict
temperature recorded at home	SYMPTOM	3a	3a:syn_dict
impingement sign	SYMPTOM	3a	3a:syn_dict
lassitude	SYMPTOM	3a	3a:syn_dict
right eye pain with movement	SYMPTOM	3a	3a:syn_dict
todd's paresis	SYMPTOM	3a	3a:syn_dict
tinnitus occurring	SYMPTOM	3a	3a:syn_dict
acute blindness	SYMPTOM	3a	3a:syn_dict
scrotal lesion	SYMPTOM	3a	3a:syn_dict
transient monocular blindness	SYMPTOM	3a	3a:syn_dict
head shape	SYMPTOM	3a	3a:syn_dict
oral cavity discomfort	SYMPTOM	3a	3a:syn_dict
acute pelvic pain	SYMPTOM	3a	3a:syn_dict
feeling woozy	SYMPTOM	3a	3a:syn_dict
progressive spastic paraparesis	SYMPTOM	3a	3a:syn_dict
swelling in right groin	SYMPTOM	3a	3a:syn_dict
localized joint swelling	SYMPTOM	3a	3a:syn_dict
eyelid itching	SYMPTOM	3a	3a:syn_dict
diminished hearing	SYMPTOM	3a	3a:syn_dict
episodic diarrhea	SYMPTOM	3a	3a:syn_dict
chest pain ischemic	SYMPTOM	3a	3a:syn_dict
voice loss	SYMPTOM	3a	3a:syn_dict
pain radiating to flank	SYMPTOM	3a	3a:syn_dict
synkinesias	SYMPTOM	3a	3a:syn_dict
retrocollis	SYMPTOM	3a	3a:syn_dict
hypoventilation symptoms	SYMPTOM	3a	3a:syn_dict
shawl sign	SYMPTOM	3a	3a:syn_dict
urinary tract discomfort	SYMPTOM	3a	3a:syn_dict
head turned to left	SYMPTOM	3a	3a:syn_dict
swelling of left cheek	SYMPTOM	3a	3a:syn_dict
paralysis of right hand	SYMPTOM	3a	3a:syn_dict
breast tension	SYMPTOM	3a	3a:syn_dict
tingling skin	SYMPTOM	3a	3a:syn_dict
right iliac fossa mass	SYMPTOM	3a	3a:syn_dict
nasal discomfort	SYMPTOM	3a	3a:syn_dict
neurobehavioral manifestation	SYMPTOM	3a	3a:syn_dict
adiadochokinesis	SYMPTOM	3a	3a:syn_dict
subfebrile	SYMPTOM	3a	3a:syn_dict
stiffness of back	SYMPTOM	3a	3a:syn_dict
orbital bruit	SYMPTOM	3a	3a:syn_dict
nausea morning	SYMPTOM	3a	3a:syn_dict
weakness of upper extremities	SYMPTOM	3a	3a:syn_dict
ocular headache	SYMPTOM	3a	3a:syn_dict
diplopia with right gaze	SYMPTOM	3a	3a:syn_dict
episodic fever	SYMPTOM	3a	3a:syn_dict
peripancreatic fluid collection	SYMPTOM	3a	3a:syn_dict
acute thoracic back pain	SYMPTOM	3a	3a:syn_dict
talalgia	SYMPTOM	3a	3a:syn_dict
excessive daytime somnolence	SYMPTOM	3a	3a:syn_dict
neurogenic pain	SYMPTOM	3a	3a:syn_dict
masticatory pain	SYMPTOM	3a	3a:syn_dict
uti symptoms	SYMPTOM	3a	3a:syn_dict
discharge from penis	SYMPTOM	3a	3a:syn_dict
mucosal pigmentation	SYMPTOM	3a	3a:syn_dict
syncope and collapse	SYMPTOM	3a	3a:syn_dict
lip numbness	SYMPTOM	3a	3a:syn_dict
extremity tenderness	SYMPTOM	3a	3a:syn_dict
pain in oral cavity	SYMPTOM	3a	3a:syn_dict
stiffness of right knee	SYMPTOM	3a	3a:syn_dict
right hypochondrial pain	SYMPTOM	3a	3a:syn_dict
induration of breast	SYMPTOM	3a	3a:syn_dict
numbness of right hand	SYMPTOM	3a	3a:syn_dict
brawny edema	SYMPTOM	3a	3a:syn_dict
syncope with exertion	SYMPTOM	3a	3a:syn_dict
battle signs	SYMPTOM	3a	3a:syn_dict
observation of cough	SYMPTOM	3a	3a:syn_dict
postictal paralysis	SYMPTOM	3a	3a:syn_dict
neck muscle tightness	SYMPTOM	3a	3a:syn_dict
prostate tenderness	SYMPTOM	3a	3a:syn_dict
pain radiating to right flank	SYMPTOM	3a	3a:syn_dict
cyanotic lips	SYMPTOM	3a	3a:syn_dict
right ear symptoms	SYMPTOM	3a	3a:syn_dict
unremitting headache	SYMPTOM	3a	3a:syn_dict
extremity paresthesia	SYMPTOM	3a	3a:syn_dict
runny stools	SYMPTOM	3a	3a:syn_dict
stertor	SYMPTOM	3a	3a:syn_dict
eyelids swollen	SYMPTOM	3a	3a:syn_dict
acute renal colic	SYMPTOM	3a	3a:syn_dict
tingling of feet	SYMPTOM	3a	3a:syn_dict
neck contracture	SYMPTOM	3a	3a:syn_dict
tremors in hands	SYMPTOM	3a	3a:syn_dict
romberg's sign	SYMPTOM	3a	3a:syn_dict
unilateral numbness	SYMPTOM	3a	3a:syn_dict
kehr sign	SYMPTOM	3a	3a:syn_dict
hip symptoms	SYMPTOM	3a	3a:syn_dict
acute ankle pain	SYMPTOM	3a	3a:syn_dict
pain in right breast	SYMPTOM	3a	3a:syn_dict
tingling of face	SYMPTOM	3a	3a:syn_dict
codeine intolerance	SYMPTOM	3a	3a:syn_dict
feelings of weakness	SYMPTOM	3a	3a:syn_dict
postprandial emesis	SYMPTOM	3a	3a:syn_dict
chronic ankle pain	SYMPTOM	3a	3a:syn_dict
metastatic pain	SYMPTOM	3a	3a:syn_dict
soft tissue pain	SYMPTOM	3a	3a:syn_dict
recurrent pharyngitis	SYMPTOM	3a	3a:syn_dict
headache nasal	SYMPTOM	3a	3a:syn_dict
sudden onset fever	SYMPTOM	3a	3a:syn_dict
numbness of left hand	SYMPTOM	3a	3a:syn_dict
eye ache	SYMPTOM	3a	3a:syn_dict
eyelid swollen	SYMPTOM	3a	3a:syn_dict
pain on eye movement	SYMPTOM	3a	3a:syn_dict
splenic tenderness	SYMPTOM	3a	3a:syn_dict
snoring loudly	SYMPTOM	3a	3a:syn_dict
genitourinary symptom	SYMPTOM	3a	3a:syn_dict
postural low back pain	SYMPTOM	3a	3a:syn_dict
right tmj pain	SYMPTOM	3a	3a:syn_dict
abdominal back pain	SYMPTOM	3a	3a:syn_dict
retroperitoneal discomfort	SYMPTOM	3a	3a:syn_dict
feeling of suffocation	SYMPTOM	3a	3a:syn_dict
finger symptoms	SYMPTOM	3a	3a:syn_dict
numbness in hand	SYMPTOM	3a	3a:syn_dict
peripheral retinal edema	SYMPTOM	3a	3a:syn_dict
hypalgesia	SYMPTOM	3a	3a:syn_dict
anuria and oliguria	SYMPTOM	3a	3a:syn_dict
bitemporal headache	SYMPTOM	3a	3a:syn_dict
knee locking	SYMPTOM	3a	3a:syn_dict
dry desquamation	SYMPTOM	3a	3a:syn_dict
breast induration	SYMPTOM	3a	3a:syn_dict
upper arm pain	SYMPTOM	3a	3a:syn_dict
flaccid paraplegia	SYMPTOM	3a	3a:syn_dict
