term	category	first_tier	first_source
large cranium	FINDING	3a	3a:syn_dict
pain in left thumb	FINDING	3a	3a:syn_dict
epidermal atrophy	FINDING	3a	3a:syn_dict
both maculas	FINDING	3a	3a:syn_dict
multiple surgical procedures	FINDING	3a	3a:syn_dict
normal qt interval	FINDING	3a	3a:syn_dict
flap loss	FINDING	3a	3a:syn_dict
left scrotal mass	FINDING	3a	3a:syn_dict
onset of contractions	FINDING	3a	3a:syn_dict
mean pulmonary capillary wedge pressure	FINDING	3a	3a:syn_dict
family history of tuberous sclerosis	FINDING	3a	3a:syn_dict
single nodule	FINDING	3a	3a:syn_dict
progressive clinical course	FINDING	3a	3a:syn_dict
mild thoracic kyphosis	FINDING	3a	3a:syn_dict
sarcomatoid differentiation	FINDING	3a	3a:syn_dict
history of adoption	FINDING	3a	3a:syn_dict
sarcomatoid features	FINDING	3a	3a:syn_dict
severe alcohol intoxication	FINDING	3a	3a:syn_dict
sinusoidal growth pattern	FINDING	3a	3a:syn_dict
chronic orofacial pain	FINDING	3a	3a:syn_dict
small bladder	FINDING	3a	3a:syn_dict
stomach normal	FINDING	3a	3a:syn_dict
schirmer test	FINDING	3a	3a:syn_dict
discolored urine	FINDING	3a	3a:syn_dict
pseudohematuria	FINDING	3a	3a:syn_dict
fusion of labia minora	FINDING	3a	3a:syn_dict
active motion of left shoulder	FINDING	3a	3a:syn_dict
lung infiltrates	FINDING	3a	3a:syn_dict
potty trained	FINDING	3a	3a:syn_dict
ankle laxity	FINDING	3a	3a:syn_dict
anion gap elevated	FINDING	3a	3a:syn_dict
secondary lesion	FINDING	3a	3a:syn_dict
erosion of mandible	FINDING	3a	3a:syn_dict
craving alcohol	FINDING	3a	3a:syn_dict
bladder volume	FINDING	3a	3a:syn_dict
telangiectasis	FINDING	3a	3a:syn_dict
granular mucosa	FINDING	3a	3a:syn_dict
ventricular bigeminy	FINDING	3a	3a:syn_dict
neurological lesion	FINDING	3a	3a:syn_dict
anticoagulated state	FINDING	3a	3a:syn_dict
protein requirements	FINDING	3a	3a:syn_dict
venous tortuosity	FINDING	3a	3a:syn_dict
microproteinuria	FINDING	3a	3a:syn_dict
paravertebral muscle tenderness	FINDING	3a	3a:syn_dict
activity cardiac	FINDING	3a	3a:syn_dict
able to communicate verbally	FINDING	3a	3a:syn_dict
equinus gait	FINDING	3a	3a:syn_dict
renal phosphate wasting	FINDING	3a	3a:syn_dict
diffuse enlargement of thyroid	FINDING	3a	3a:syn_dict
elevated liver function	FINDING	3a	3a:syn_dict
family history of skin cancer	FINDING	3a	3a:syn_dict
skin blistering	FINDING	3a	3a:syn_dict
bullae on trunk	FINDING	3a	3a:syn_dict
drop metastasis	FINDING	3a	3a:syn_dict
large skull	FINDING	3a	3a:syn_dict
triggered by pregnancy	FINDING	3a	3a:syn_dict
warm environment	FINDING	3a	3a:syn_dict
history of medication noncompliance	FINDING	3a	3a:syn_dict
atrophic seminiferous tubules	FINDING	3a	3a:syn_dict
macular pigmentary changes	FINDING	3a	3a:syn_dict
vitelliform lesion	FINDING	3a	3a:syn_dict
suspected cystic fibrosis	FINDING	3a	3a:syn_dict
history of retinal detachment	FINDING	3a	3a:syn_dict
pulse deficit	FINDING	3a	3a:syn_dict
family history of aortic dissection	FINDING	3a	3a:syn_dict
femoral pulses equal	FINDING	3a	3a:syn_dict
cortisol normal	FINDING	3a	3a:syn_dict
perineal tenderness	FINDING	3a	3a:syn_dict
weak bite	FINDING	3a	3a:syn_dict
diminished gag reflex	FINDING	3a	3a:syn_dict
comprehension impairment	FINDING	3a	3a:syn_dict
enlarged right axillary lymph node	FINDING	3a	3a:syn_dict
risk for anaphylaxis	FINDING	3a	3a:syn_dict
elevated transaminase	FINDING	3a	3a:syn_dict
a pattern	FINDING	3a	3a:syn_dict
midline defects	FINDING	3a	3a:syn_dict
hemiplegia of left side	FINDING	3a	3a:syn_dict
resuscitation attempted	FINDING	3a	3a:syn_dict
multiple vertebral fractures	FINDING	3a	3a:syn_dict
history of depressive disorder	FINDING	3a	3a:syn_dict
normalization of tumor markers	FINDING	3a	3a:syn_dict
paresis bilaterally	FINDING	3a	3a:syn_dict
active caries	FINDING	3a	3a:syn_dict
corticospinal tract involvement	FINDING	3a	3a:syn_dict
pyramidal syndrome	FINDING	3a	3a:syn_dict
hemihypoesthesia	FINDING	3a	3a:syn_dict
healed stress fracture	FINDING	3a	3a:syn_dict
lack of inflammation	FINDING	3a	3a:syn_dict
sanguineous drainage	FINDING	3a	3a:syn_dict
gingiva normal	FINDING	3a	3a:syn_dict
prescription issued	FINDING	3a	3a:syn_dict
biopsy find	FINDING	3a	3a:syn_dict
retinal vascular malformations	FINDING	3a	3a:syn_dict
history of traumatic injury	FINDING	3a	3a:syn_dict
hypopnea	FINDING	3a	3a:syn_dict
anterior chamber shallow	FINDING	3a	3a:syn_dict
pupil fixed	FINDING	3a	3a:syn_dict
hyperpigmented streaks	FINDING	3a	3a:syn_dict
t3b	FINDING	3a	3a:syn_dict
moderately positive	FINDING	3a	3a:syn_dict
occupational dust exposure	FINDING	3a	3a:syn_dict
firm liver	FINDING	3a	3a:syn_dict
lean build	FINDING	3a	3a:syn_dict
cystostomy site	FINDING	3a	3a:syn_dict
inadequate osseointegration	FINDING	3a	3a:syn_dict
increase in seizure frequency	FINDING	3a	3a:syn_dict
pacing intermittently	FINDING	3a	3a:syn_dict
cheek mass	FINDING	3a	3a:syn_dict
low absolute lymphocyte count	FINDING	3a	3a:syn_dict
normal flexion	FINDING	3a	3a:syn_dict
rhonchi at right base	FINDING	3a	3a:syn_dict
deranged liver function tests	FINDING	3a	3a:syn_dict
soft voice	FINDING	3a	3a:syn_dict
fine rales	FINDING	3a	3a:syn_dict
acute neurologic signs	FINDING	3a	3a:syn_dict
patient motion artifact	FINDING	3a	3a:syn_dict
cracked nipples	FINDING	3a	3a:syn_dict
number of siblings	FINDING	3a	3a:syn_dict
increased bruising	FINDING	3a	3a:syn_dict
normocellular bone marrow	FINDING	3a	3a:syn_dict
medial dislocation	FINDING	3a	3a:syn_dict
thickened bicuspid aortic valve	FINDING	3a	3a:syn_dict
daily smoker	FINDING	3a	3a:syn_dict
step length	FINDING	3a	3a:syn_dict
increased skin fragility	FINDING	3a	3a:syn_dict
ureteral agenesis	FINDING	3a	3a:syn_dict
pn3a	FINDING	3a	3a:syn_dict
abdomen not distended	FINDING	3a	3a:syn_dict
head shaking	FINDING	3a	3a:syn_dict
born in morocco	FINDING	3a	3a:syn_dict
severe activity	FINDING	3a	3a:syn_dict
bladder appearance	FINDING	3a	3a:syn_dict
increased arm span	FINDING	3a	3a:syn_dict
urinary elimination	FINDING	3a	3a:syn_dict
severely dehydrated	FINDING	3a	3a:syn_dict
sunken fontanelle	FINDING	3a	3a:syn_dict
abnormal head shape	FINDING	3a	3a:syn_dict
mosquito exposure	FINDING	3a	3a:syn_dict
mcv normal	FINDING	3a	3a:syn_dict
fluid electrolyte	FINDING	3a	3a:syn_dict
upper limb involvement	FINDING	3a	3a:syn_dict
distending	FINDING	3a	3a:syn_dict
incomplete left bundle branch block	FINDING	3a	3a:syn_dict
persistent nodularity	FINDING	3a	3a:syn_dict
lymph node palpable	FINDING	3a	3a:syn_dict
sensory and motor axonal polyneuropathy	FINDING	3a	3a:syn_dict
black or tarry stools	FINDING	3a	3a:syn_dict
diffuse hyperostosis	FINDING	3a	3a:syn_dict
irritation of eyes	FINDING	3a	3a:syn_dict
difficulty standing independently	FINDING	3a	3a:syn_dict
pulls to stand	FINDING	3a	3a:syn_dict
small hand	FINDING	3a	3a:syn_dict
ventilator rate	FINDING	3a	3a:syn_dict
solid histologic pattern	FINDING	3a	3a:syn_dict
guaiac stool	FINDING	3a	3a:syn_dict
playing handball	FINDING	3a	3a:syn_dict
low phosphate	FINDING	3a	3a:syn_dict
neurologic disability	FINDING	3a	3a:syn_dict
digoxin level low	FINDING	3a	3a:syn_dict
no attempts	FINDING	3a	3a:syn_dict
incomplete eye closure	FINDING	3a	3a:syn_dict
nasolacrimal duct patent	FINDING	3a	3a:syn_dict
decreased ejaculate volume	FINDING	3a	3a:syn_dict
anosmia or hyposmia	FINDING	3a	3a:syn_dict
sparse facial hair	FINDING	3a	3a:syn_dict
history of cleft palate	FINDING	3a	3a:syn_dict
nasal burning	FINDING	3a	3a:syn_dict
karyotype normal	FINDING	3a	3a:syn_dict
history of neonatal jaundice	FINDING	3a	3a:syn_dict
bilateral temporomandibular joint pain	FINDING	3a	3a:syn_dict
assistance with care	FINDING	3a	3a:syn_dict
person notified	FINDING	3a	3a:syn_dict
delayed motor development	FINDING	3a	3a:syn_dict
papular eruption	FINDING	3a	3a:syn_dict
persistent penile erection	FINDING	3a	3a:syn_dict
somewhat bothersome	FINDING	3a	3a:syn_dict
pancreatic abnormality	FINDING	3a	3a:syn_dict
impaired visual acuity	FINDING	3a	3a:syn_dict
inadequate oral intake	FINDING	3a	3a:syn_dict
coated tongue	FINDING	3a	3a:syn_dict
frontal signs	FINDING	3a	3a:syn_dict
transient bradycardia	FINDING	3a	3a:syn_dict
ammonia normal	FINDING	3a	3a:syn_dict
when anxious	FINDING	3a	3a:syn_dict
persistent redness	FINDING	3a	3a:syn_dict
chemotherapy completed	FINDING	3a	3a:syn_dict
normocalcemia	FINDING	3a	3a:syn_dict
erection decreased	FINDING	3a	3a:syn_dict
jaw size	FINDING	3a	3a:syn_dict
normal ig levels	FINDING	3a	3a:syn_dict
generalized skin rash	FINDING	3a	3a:syn_dict
bipap at night	FINDING	3a	3a:syn_dict
rapidly fluctuating cry	FINDING	3a	3a:syn_dict
cd4 count documented	FINDING	3a	3a:syn_dict
progressive renal insufficiency	FINDING	3a	3a:syn_dict
premature newborn	FINDING	3a	3a:syn_dict
elevated 2hg	FINDING	3a	3a:syn_dict
respiratory rate decreased	FINDING	3a	3a:syn_dict
elevated thyroid stimulating hormone	FINDING	3a	3a:syn_dict
normal breastfeeding	FINDING	3a	3a:syn_dict
flow murmur	FINDING	3a	3a:syn_dict
inguinal ulcer	FINDING	3a	3a:syn_dict
painful uterine contractions	FINDING	3a	3a:syn_dict
radiation recommended	FINDING	3a	3a:syn_dict
friction burn	FINDING	3a	3a:syn_dict
peripheral blood smear shows polychromasia	FINDING	3a	3a:syn_dict
scalp nodule	FINDING	3a	3a:syn_dict
supraglottic mass	FINDING	3a	3a:syn_dict
medication taken	FINDING	3a	3a:syn_dict
prevention problems	FINDING	3a	3a:syn_dict
minimal inflammation	FINDING	3a	3a:syn_dict
delivery with complications	FINDING	3a	3a:syn_dict
mild proximal muscle weakness	FINDING	3a	3a:syn_dict
opacification of middle ear	FINDING	3a	3a:syn_dict
neonatal teeth	FINDING	3a	3a:syn_dict
fevers spiking	FINDING	3a	3a:syn_dict
not very sure	FINDING	3a	3a:syn_dict
esophageal speech	FINDING	3a	3a:syn_dict
foreign body sensation left	FINDING	3a	3a:syn_dict
biopsy finding	FINDING	3a	3a:syn_dict
history of vasculitis	FINDING	3a	3a:syn_dict
tightness in throat	FINDING	3a	3a:syn_dict
breath sounds normal	FINDING	3a	3a:syn_dict
lack of fixation	FINDING	3a	3a:syn_dict
motion of right ankle	FINDING	3a	3a:syn_dict
prolonged ptt	FINDING	3a	3a:syn_dict
diminished left radial pulse	FINDING	3a	3a:syn_dict
aortic bruits	FINDING	3a	3a:syn_dict
motor and vocal tics	FINDING	3a	3a:syn_dict
neurological manifestation	FINDING	3a	3a:syn_dict
preserved vision	FINDING	3a	3a:syn_dict
aortic stenosis murmur	FINDING	3a	3a:syn_dict
accepts diagnosis	FINDING	3a	3a:syn_dict
ingrown nails	FINDING	3a	3a:syn_dict
posterior fossa malformations	FINDING	3a	3a:syn_dict
neck edema	FINDING	3a	3a:syn_dict
epididymal mass	FINDING	3a	3a:syn_dict
muscle hypertrophy	FINDING	3a	3a:syn_dict
arm span	FINDING	3a	3a:syn_dict
other instability	FINDING	3a	3a:syn_dict
past myocardial infarction	FINDING	3a	3a:syn_dict
silver exposure	FINDING	3a	3a:syn_dict
recurrent pulmonary infections	FINDING	3a	3a:syn_dict
difficulty taking medication	FINDING	3a	3a:syn_dict
lesions on abdomen	FINDING	3a	3a:syn_dict
elevated inflammatory cytokines	FINDING	3a	3a:syn_dict
etiology of stenosis	FINDING	3a	3a:syn_dict
apheresis available	FINDING	3a	3a:syn_dict
extends above knees	FINDING	3a	3a:syn_dict
tender neck mass	FINDING	3a	3a:syn_dict
thick respiratory secretions	FINDING	3a	3a:syn_dict
periods of restlessness	FINDING	3a	3a:syn_dict
agitated delirium	FINDING	3a	3a:syn_dict
tooth wear	FINDING	3a	3a:syn_dict
body hair loss	FINDING	3a	3a:syn_dict
family history of celiac disease	FINDING	3a	3a:syn_dict
free t4 low	FINDING	3a	3a:syn_dict
hypertrophic tonsils	FINDING	3a	3a:syn_dict
recurrent abscess formation	FINDING	3a	3a:syn_dict
daily seizures	FINDING	3a	3a:syn_dict
weight was recorded	FINDING	3a	3a:syn_dict
hematocrit decreased	FINDING	3a	3a:syn_dict
m0 stage	FINDING	3a	3a:syn_dict
n2c	FINDING	3a	3a:syn_dict
medication reconciliation performed	FINDING	3a	3a:syn_dict
basilar rales	FINDING	3a	3a:syn_dict
oxygen saturation increased	FINDING	3a	3a:syn_dict
abdomen flat	FINDING	3a	3a:syn_dict
radiolucent lines	FINDING	3a	3a:syn_dict
hypoglycemia prevention	FINDING	3a	3a:syn_dict
low caloric intake	FINDING	3a	3a:syn_dict
procedure aborted	FINDING	3a	3a:syn_dict
mild chronic inflammation	FINDING	3a	3a:syn_dict
contact with pigs	FINDING	3a	3a:syn_dict
nystagmus on lateral gaze	FINDING	3a	3a:syn_dict
kernig's sign bilaterally	FINDING	3a	3a:syn_dict
thin lips	FINDING	3a	3a:syn_dict
orthokeratosis	FINDING	3a	3a:syn_dict
inability to irrigate	FINDING	3a	3a:syn_dict
mixed respiratory and metabolic acidosis	FINDING	3a	3a:syn_dict
hard exudates	FINDING	3a	3a:syn_dict
limited neck range of motion	FINDING	3a	3a:syn_dict
corneal staining	FINDING	3a	3a:syn_dict
ulcerative skin lesions	FINDING	3a	3a:syn_dict
abdominal pain radiating to back	FINDING	3a	3a:syn_dict
prostate enlarged	FINDING	3a	3a:syn_dict
intralobular interstitial thickening	FINDING	3a	3a:syn_dict
toxic granulation	FINDING	3a	3a:syn_dict
gallbladder mass	FINDING	3a	3a:syn_dict
repetitive compulsive movements	FINDING	3a	3a:syn_dict
anteverted uterus	FINDING	3a	3a:syn_dict
history of acute renal failure	FINDING	3a	3a:syn_dict
loss of axillary hair	FINDING	3a	3a:syn_dict
elevated serum glucose	FINDING	3a	3a:syn_dict
pituitary hormone deficiency	FINDING	3a	3a:syn_dict
low cortisol level	FINDING	3a	3a:syn_dict
died at home	FINDING	3a	3a:syn_dict
moderate dysplasia	FINDING	3a	3a:syn_dict
bilateral clinodactyly	FINDING	3a	3a:syn_dict
leukoma	FINDING	3a	3a:syn_dict
autonomic manifestations	FINDING	3a	3a:syn_dict
foot examination	FINDING	3a	3a:syn_dict
seeing halos around lights	FINDING	3a	3a:syn_dict
high eye pressure	FINDING	3a	3a:syn_dict
pt1a	FINDING	3a	3a:syn_dict
mucosal invasion	FINDING	3a	3a:syn_dict
occasional drinker	FINDING	3a	3a:syn_dict
insight present	FINDING	3a	3a:syn_dict
family history of syncope	FINDING	3a	3a:syn_dict
patient family history	FINDING	3a	3a:syn_dict
exacerbated by flexion	FINDING	3a	3a:syn_dict
renal echogenicity	FINDING	3a	3a:syn_dict
knee tender	FINDING	3a	3a:syn_dict
abnormal cxr	FINDING	3a	3a:syn_dict
preoccupation with weight	FINDING	3a	3a:syn_dict
scissoring gait	FINDING	3a	3a:syn_dict
reduced fvc	FINDING	3a	3a:syn_dict
deterioration from baseline	FINDING	3a	3a:syn_dict
amniotic fluid volume decreased	FINDING	3a	3a:syn_dict
weakness of neck flexors	FINDING	3a	3a:syn_dict
inhaled steroid use	FINDING	3a	3a:syn_dict
radial reflex	FINDING	3a	3a:syn_dict
breath sounds absent	FINDING	3a	3a:syn_dict
fava bean exposure	FINDING	3a	3a:syn_dict
breast calcifications	FINDING	3a	3a:syn_dict
altitudinal visual field defect	FINDING	3a	3a:syn_dict
hypopneas	FINDING	3a	3a:syn_dict
microretrognathia	FINDING	3a	3a:syn_dict
loss of milestones	FINDING	3a	3a:syn_dict
bullous eruption	FINDING	3a	3a:syn_dict
silica exposure	FINDING	3a	3a:syn_dict
deformity of right forearm	FINDING	3a	3a:syn_dict
discharge location	FINDING	3a	3a:syn_dict
prognosis poor	FINDING	3a	3a:syn_dict
absent distal phalanges	FINDING	3a	3a:syn_dict
symptoms worsen with physical activity	FINDING	3a	3a:syn_dict
upper respiratory tract symptoms	FINDING	3a	3a:syn_dict
estimated delivery date	FINDING	3a	3a:syn_dict
electrocardiographic abnormalities	FINDING	3a	3a:syn_dict
motor agitation	FINDING	3a	3a:syn_dict
family history of sudden death	FINDING	3a	3a:syn_dict
recurrent streptococcal infections	FINDING	3a	3a:syn_dict
speech characteristics	FINDING	3a	3a:syn_dict
marital conflicts	FINDING	3a	3a:syn_dict
inflammatory lung disease	FINDING	3a	3a:syn_dict
tympanic abdomen	FINDING	3a	3a:syn_dict
wheelchair transfers	FINDING	3a	3a:syn_dict
hyperactive deep tendon reflexes	FINDING	3a	3a:syn_dict
no seizures	FINDING	3a	3a:syn_dict
chancre on left thigh	FINDING	3a	3a:syn_dict
transient neutropenia	FINDING	3a	3a:syn_dict
processed food intake	FINDING	3a	3a:syn_dict
camp medical	FINDING	3a	3a:syn_dict
thigh erythema	FINDING	3a	3a:syn_dict
cardiac shunt	FINDING	3a	3a:syn_dict
difficulty following complex commands	FINDING	3a	3a:syn_dict
decreased sweating	FINDING	3a	3a:syn_dict
episodic weakness	FINDING	3a	3a:syn_dict
submucosal lesion	FINDING	3a	3a:syn_dict
stage ie	FINDING	3a	3a:syn_dict
multiple diverticula	FINDING	3a	3a:syn_dict
suprasternal retraction	FINDING	3a	3a:syn_dict
sustained viral response	FINDING	3a	3a:syn_dict
enlarged epididymis	FINDING	3a	3a:syn_dict
unable to engage	FINDING	3a	3a:syn_dict
unilateral mydriasis	FINDING	3a	3a:syn_dict
small face	FINDING	3a	3a:syn_dict
open mouth breathing	FINDING	3a	3a:syn_dict
vacuolar degeneration	FINDING	3a	3a:syn_dict
large foramen magnum	FINDING	3a	3a:syn_dict
vacuum extraction	FINDING	3a	3a:syn_dict
upper lid retraction	FINDING	3a	3a:syn_dict
lower lid retraction	FINDING	3a	3a:syn_dict
excoriate	FINDING	3a	3a:syn_dict
distal muscle weakness	FINDING	3a	3a:syn_dict
symptom magnification	FINDING	3a	3a:syn_dict
family history of neuroblastoma	FINDING	3a	3a:syn_dict
lethal arrhythmias	FINDING	3a	3a:syn_dict
ptosis of left eye	FINDING	3a	3a:syn_dict
periodic limb movements	FINDING	3a	3a:syn_dict
recurrent encephalopathy	FINDING	3a	3a:syn_dict
history of supraventricular tachycardia	FINDING	3a	3a:syn_dict
decreased hair growth	FINDING	3a	3a:syn_dict
history of vaginal hysterectomy	FINDING	3a	3a:syn_dict
equine gait	FINDING	3a	3a:syn_dict
bacterial plaque	FINDING	3a	3a:syn_dict
nodal recurrence	FINDING	3a	3a:syn_dict
exudate on tonsils	FINDING	3a	3a:syn_dict
social vulnerability	FINDING	3a	3a:syn_dict
graphesthesia	FINDING	3a	3a:syn_dict
avoidant personality traits	FINDING	3a	3a:syn_dict
poor social communication	FINDING	3a	3a:syn_dict
toxic granulations	FINDING	3a	3a:syn_dict
lack of visual fixation	FINDING	3a	3a:syn_dict
hyperkeratotic plaques	FINDING	3a	3a:syn_dict
intractable pruritus	FINDING	3a	3a:syn_dict
weight loss strategies	FINDING	3a	3a:syn_dict
sheep exposure	FINDING	3a	3a:syn_dict
marital conflict	FINDING	3a	3a:syn_dict
hepatitis c exposure	FINDING	3a	3a:syn_dict
acneiform eruption	FINDING	3a	3a:syn_dict
background slowing	FINDING	3a	3a:syn_dict
progressive volume loss	FINDING	3a	3a:syn_dict
mentally alert	FINDING	3a	3a:syn_dict
broad skull	FINDING	3a	3a:syn_dict
hyperpigmented skin lesions	FINDING	3a	3a:syn_dict
amputation status	FINDING	3a	3a:syn_dict
recurrent candidal infections	FINDING	3a	3a:syn_dict
relieved with antacids	FINDING	3a	3a:syn_dict
rales or crackles	FINDING	3a	3a:syn_dict
fever continuous	FINDING	3a	3a:syn_dict
absence of subcutaneous fat	FINDING	3a	3a:syn_dict
vision disturbances	FINDING	3a	3a:syn_dict
cup to disc ratio	FINDING	3a	3a:syn_dict
sluggish pupils	FINDING	3a	3a:syn_dict
edema of right knee	FINDING	3a	3a:syn_dict
comitant	FINDING	3a	3a:syn_dict
increased choline	FINDING	3a	3a:syn_dict
difficulty with hand grip	FINDING	3a	3a:syn_dict
occasional choking	FINDING	3a	3a:syn_dict
recent divorce	FINDING	3a	3a:syn_dict
motor regression	FINDING	3a	3a:syn_dict
fine motor difficulties	FINDING	3a	3a:syn_dict
pronounced dead	FINDING	3a	3a:syn_dict
clinical finding	FINDING	3a	3a:syn_dict
abnormal ct scan	FINDING	3a	3a:syn_dict
lack of stamina	FINDING	3a	3a:syn_dict
flexion of right hip	FINDING	3a	3a:syn_dict
standard meal	FINDING	3a	3a:syn_dict
nystagmus present	FINDING	3a	3a:syn_dict
taste alteration	FINDING	3a	3a:syn_dict
right brachioradialis reflex	FINDING	3a	3a:syn_dict
immunoglobulin deposition	FINDING	3a	3a:syn_dict
posterior rotation	FINDING	3a	3a:syn_dict
bulbous nasal tip	FINDING	3a	3a:syn_dict
sparse eyebrows	FINDING	3a	3a:syn_dict
nostrils anteverted	FINDING	3a	3a:syn_dict
breast swelling	FINDING	3a	3a:syn_dict
expresses hope	FINDING	3a	3a:syn_dict
increased bone fragility	FINDING	3a	3a:syn_dict
current residence	FINDING	3a	3a:syn_dict
undetectable psa	FINDING	3a	3a:syn_dict
postoperative delayed gastric emptying	FINDING	3a	3a:syn_dict
increased intraepithelial lymphocytes	FINDING	3a	3a:syn_dict
low serum albumin	FINDING	3a	3a:syn_dict
simplified gyration pattern	FINDING	3a	3a:syn_dict
seen by optometrist	FINDING	3a	3a:syn_dict
relative sparing of upper extremities	FINDING	3a	3a:syn_dict
respiratory failure in infancy	FINDING	3a	3a:syn_dict
time spent in bed	FINDING	3a	3a:syn_dict
previous cesarean section	FINDING	3a	3a:syn_dict
previous cesarean delivery	FINDING	3a	3a:syn_dict
immunoglobulin deficiency	FINDING	3a	3a:syn_dict
anterior fontanelle flat	FINDING	3a	3a:syn_dict
penis uncircumcised	FINDING	3a	3a:syn_dict
does not own home	FINDING	3a	3a:syn_dict
lower extremity stiffness	FINDING	3a	3a:syn_dict
chronic malaise	FINDING	3a	3a:syn_dict
uncharacteristic behavior	FINDING	3a	3a:syn_dict
born in romania	FINDING	3a	3a:syn_dict
liver transplant recipient	FINDING	3a	3a:syn_dict
liver transplant status	FINDING	3a	3a:syn_dict
sinus arrhythmia	FINDING	3a	3a:syn_dict
delayed tooth eruption	FINDING	3a	3a:syn_dict
gum swelling	FINDING	3a	3a:syn_dict
necrotic change	FINDING	3a	3a:syn_dict
diaphragm involvement	FINDING	3a	3a:syn_dict
pulmonary embolism suspected	FINDING	3a	3a:syn_dict
minimizes symptoms	FINDING	3a	3a:syn_dict
breast erythema	FINDING	3a	3a:syn_dict
elevated serum lactate	FINDING	3a	3a:syn_dict
clinical relapse	FINDING	3a	3a:syn_dict
lower triglycerides	FINDING	3a	3a:syn_dict
eye history	FINDING	3a	3a:syn_dict
sympathomimetic effects	FINDING	3a	3a:syn_dict
suicidal plan	FINDING	3a	3a:syn_dict
hemorrhagic tumor	FINDING	3a	3a:syn_dict
peripheral arterial insufficiency	FINDING	3a	3a:syn_dict
bone age delay	FINDING	3a	3a:syn_dict
right knee instability	FINDING	3a	3a:syn_dict
knee problems	FINDING	3a	3a:syn_dict
color vision changes	FINDING	3a	3a:syn_dict
melenic stool	FINDING	3a	3a:syn_dict
complete tetraplegia	FINDING	3a	3a:syn_dict
myopotential interference	FINDING	3a	3a:syn_dict
newborn hearing screen	FINDING	3a	3a:syn_dict
tender point	FINDING	3a	3a:syn_dict
spermatogenic failure	FINDING	3a	3a:syn_dict
generalized stiffening	FINDING	3a	3a:syn_dict
multinodular pattern	FINDING	3a	3a:syn_dict
mucoid stool	FINDING	3a	3a:syn_dict
wetness	FINDING	3a	3a:syn_dict
history of psychiatric problems	FINDING	3a	3a:syn_dict
mildly elevated creatine kinase	FINDING	3a	3a:syn_dict
unable to crawl	FINDING	3a	3a:syn_dict
appears younger than stated age	FINDING	3a	3a:syn_dict
chest expansion normal	FINDING	3a	3a:syn_dict
trendelenburg sign	FINDING	3a	3a:syn_dict
liver findings	FINDING	3a	3a:syn_dict
progressive central vision loss	FINDING	3a	3a:syn_dict
peripheral visual field loss	FINDING	3a	3a:syn_dict
choroidal atrophy	FINDING	3a	3a:syn_dict
rpe hypertrophy	FINDING	3a	3a:syn_dict
foveal hyperfluorescence	FINDING	3a	3a:syn_dict
edema of small intestine	FINDING	3a	3a:syn_dict
inadequate pain relief	FINDING	3a	3a:syn_dict
villous pattern	FINDING	3a	3a:syn_dict
decreased immunoglobulins	FINDING	3a	3a:syn_dict
jugular venous engorgement	FINDING	3a	3a:syn_dict
rupture of amniotic membranes	FINDING	3a	3a:syn_dict
ventilatory assistance	FINDING	3a	3a:syn_dict
intrauterine fractures	FINDING	3a	3a:syn_dict
ossification defects	FINDING	3a	3a:syn_dict
severe bone fragility	FINDING	3a	3a:syn_dict
perinatal mortality	FINDING	3a	3a:syn_dict
respiratory distress requiring mechanical ventilation	FINDING	3a	3a:syn_dict
decreased amplitudes	FINDING	3a	3a:syn_dict
vomiting bilious	FINDING	3a	3a:syn_dict
palpation of thoracic spine	FINDING	3a	3a:syn_dict
periapical bone loss	FINDING	3a	3a:syn_dict
multiple joint involvement	FINDING	3a	3a:syn_dict
pituitary abnormalities	FINDING	3a	3a:syn_dict
reaches for objects	FINDING	3a	3a:syn_dict
macular atrophy	FINDING	3a	3a:syn_dict
born in paraguay	FINDING	3a	3a:syn_dict
platelets given	FINDING	3a	3a:syn_dict
no delusions	FINDING	3a	3a:syn_dict
pressure mattress	FINDING	3a	3a:syn_dict
corrigan's pulse	FINDING	3a	3a:syn_dict
other adolescence	FINDING	3a	3a:syn_dict
pain sensitivity	FINDING	3a	3a:syn_dict
innocent heart murmur	FINDING	3a	3a:syn_dict
elevated thyroglobulin	FINDING	3a	3a:syn_dict
prolonged discomfort	FINDING	3a	3a:syn_dict
history of facial palsy	FINDING	3a	3a:syn_dict
aggressive episodes	FINDING	3a	3a:syn_dict
easily frustrated	FINDING	3a	3a:syn_dict
history of atrial flutter	FINDING	3a	3a:syn_dict
need for hepatitis b vaccination	FINDING	3a	3a:syn_dict
verbal outbursts	FINDING	3a	3a:syn_dict
abnormal echogenicity	FINDING	3a	3a:syn_dict
n2b	FINDING	3a	3a:syn_dict
lower extremity areflexia	FINDING	3a	3a:syn_dict
family distress	FINDING	3a	3a:syn_dict
funduscopy normal	FINDING	3a	3a:syn_dict
paralysis present	FINDING	3a	3a:syn_dict
bilateral action tremor	FINDING	3a	3a:syn_dict
normal male karyotype	FINDING	3a	3a:syn_dict
bulging forehead	FINDING	3a	3a:syn_dict
right calf circumference	FINDING	3a	3a:syn_dict
shortened pr interval	FINDING	3a	3a:syn_dict
systolic bruit	FINDING	3a	3a:syn_dict
low immunoglobulin	FINDING	3a	3a:syn_dict
vaccination error	FINDING	3a	3a:syn_dict
completed fourth grade	FINDING	3a	3a:syn_dict
supraclavicular lymph node enlargement	FINDING	3a	3a:syn_dict
