dataset	file_id	pattern	ref_words	parakeet_words	medasr_words	medasr_correct
figshare-osce	RES0179	NUMERIC	170s	seventies		unalignable
figshare-osce	RES0179	NEGATION_FLIP	havent	haven't	not uh	0
figshare-osce	RES0179	NEGATION_FLIP	doesnt	doesn't	not	0
figshare-osce	RES0179	NEGATION_FLIP	didnt	didn't		unalignable
figshare-osce	RES0179	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0179	NUMERIC	5	five		unalignable
figshare-osce	RES0179	NUMERIC	10	ten	to 10 years ago now	1
figshare-osce	RES0179	NUMERIC	60	sixty	s60	0
figshare-osce	RES0179	NUMERIC	2	two	the to toxigoh okay said	0
figshare-osce	RES0179	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0179	NEGATION_FLIP	no i dont think so no ok how about travel ive been		no so no okay have travelu good uhtellible	1
figshare-osce	RES0179	NEGATION_FLIP	was	don't		unalignable
figshare-osce	RES0179	LATERALITY	just like well really worried that i i could have lung cancer yeah for sure so that is quite high on my differential right now just because of your age your smoking history and just the way youre presenting so were gonna do a couple of things were going to do a covid swab just to rule that out you should hear back in about 24 to 48 hours but we will do investigations for lung cancer so well start by doing a chest xray just to look for a mass or effusions and then from there if we		just uh really wu to the lung cancer yeah for sure so uhm that is quite high on my differential right now just because of your age or smoking history and just the way are presenting uhm so we are going to do a couple of things we are going to do a covid swab just to rule that out uh you should hear back in about 24 to 48 hours uh but we will do investigations for lung cancer so we will start by doing a chest x-ray uh just to look for uh a mass or effusions and then fromro there if we think there are signs of cancer we can do a ct	1
figshare-osce	RES0179	NUMERIC	just like well really worried that i i could have lung cancer yeah for sure so that is quite high on my differential right now just because of your age your smoking history and just the way youre presenting so were gonna do a couple of things were going to do a covid swab just to rule that out you should hear back in about 24 to 48 hours but we will do investigations for lung cancer so well start by doing a chest xray just to look for a mass or effusions and then from there if we		just uh really wu to the lung cancer yeah for sure so uhm that is quite high on my differential right now just because of your age or smoking history and just the way are presenting uhm so we are going to do a couple of things we are going to do a covid swab just to rule that out uh you should hear back in about 24 to 48 hours uh but we will do investigations for lung cancer so we will start by doing a chest x-ray uh just to look for uh a mass or effusions and then fromro there if we think there are signs of cancer we can do a ct	1
figshare-osce	RES0179	NEGATION_FLIP	that we can talk about treatment plans and kind of what the prognosis is with those particular types of cancers how does that sound yeah that sounds great thank you so much ok yeah no problem		cancer so that we can talk about uhm treatment plans and kind of what the prognosis is with those particular types of cancers uh how that okay he had no problem	1
figshare-osce	RES0180	NUMERIC	2	two		unalignable
figshare-osce	RES0180	NUMERIC	1st	first		unalignable
figshare-osce	RES0180	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0180	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0180	NEGATION_FLIP	havent	haven't	and heade to101 tlenol	1
figshare-osce	RES0180	NUMERIC	one	1		unalignable
figshare-osce	RES0180	NUMERIC	a four	4 it's		unalignable
figshare-osce	RES0180	NEGATION_FLIP	havent	haven't	e b	1
figshare-osce	RES0180	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0180	NEGATION_FLIP	nothing	anything	okay	0
figshare-osce	RES0180	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0180	NEGATION_FLIP	didnt	didn't		unalignable
figshare-osce	RES0180	NEGATION_FLIP	have	haven't		unalignable
figshare-osce	RES0180	NUMERIC	any	2015		unalignable
figshare-osce	RES0180	NUMERIC	achey	80		unalignable
figshare-osce	RES0180	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0180	NEGATION_FLIP	dont	don't	what don'	1
figshare-osce	RES0180	NEGATION_FLIP	no ok	okay uh		unalignable
figshare-osce	RES0180	NEGATION_FLIP	i	don't		unalignable
figshare-osce	RES0180	NEGATION_FLIP	uhm alright i think those are all the questions that i had for you did you have any questions of your own for myself i was just well worried about covid and was just wondering what i should do yeah for sure so we are youre a lot of your symptoms do overlap with those of covid so we are going to take a swab today and you should hear back in about 24 to 48 hours but you should isolate for 14 days and that includes from family family members if possible uhm and basically just keep an eye on your symptoms if they get worse or youre having like neurological symptoms you should seek help from the er but otherwise keep yourself hydrated eat well if you have a humidifier in the basement use it and for your fevers you can take antipyretics like tylenol and just its its just a lot of supportive care how does that sound and obviously like if your symptoms arent going away after like a few weeks call us back and it could be something like bacterial in which case we can give you some antibiotics ok yeah that sounds great thank you yeah no problem		alright i think those are all the questions that i have to you did you have any questions if you own for myself uh i was just uh well worried aboutu covid and was just wondering what i should do yah for sure soo we uh you a lot your symptoms to overlap with those of covid so we are going to take uh a swab today and you should hear back in about 24 to 48 hours but you should isolate for 14 days uh and that includes from family me- family members if possible uh and basically just keep an eye on your symptoms if they get worse or you having like neurological symptoms she should seek help from the er but otherwise keep herself hydrated eat well uh if she have a humidi quire and the basement use it and your fever you can take antipyretics like tylenol uh and just its it just a lot of supportive care uhm have that sound and obviously like if if your symptoms are going away after like a few weeks uh call us back and uh could be something like bacterial in which case we can give you some antibiotics telligible problem	0
figshare-osce	RES0180	NUMERIC	uhm alright i think those are all the questions that i had for you did you have any questions of your own for myself i was just well worried about covid and was just wondering what i should do yeah for sure so we are youre a lot of your symptoms do overlap with those of covid so we are going to take a swab today and you should hear back in about 24 to 48 hours but you should isolate for 14 days and that includes from family family members if possible uhm and basically just keep an eye on your symptoms if they get worse or youre having like neurological symptoms you should seek help from the er but otherwise keep yourself hydrated eat well if you have a humidifier in the basement use it and for your fevers you can take antipyretics like tylenol and just its its just a lot of supportive care how does that sound and obviously like if your symptoms arent going away after like a few weeks call us back and it could be something like bacterial in which case we can give you some antibiotics ok yeah that sounds great thank you yeah no problem		alright i think those are all the questions that i have to you did you have any questions if you own for myself uh i was just uh well worried aboutu covid and was just wondering what i should do yah for sure soo we uh you a lot your symptoms to overlap with those of covid so we are going to take uh a swab today and you should hear back in about 24 to 48 hours but you should isolate for 14 days uh and that includes from family me- family members if possible uh and basically just keep an eye on your symptoms if they get worse or you having like neurological symptoms she should seek help from the er but otherwise keep herself hydrated eat well uh if she have a humidi quire and the basement use it and your fever you can take antipyretics like tylenol uh and just its it just a lot of supportive care uhm have that sound and obviously like if if your symptoms are going away after like a few weeks uh call us back and uh could be something like bacterial in which case we can give you some antibiotics telligible problem	1
figshare-osce	RES0181	NEGATION_FLIP	doesnt	doesn't		unalignable
figshare-osce	RES0181	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0181	NUMERIC	388 ok	8 okay		unalignable
figshare-osce	RES0181	NEGATION_FLIP	no ok			unalignable
figshare-osce	RES0181	NEGATION_FLIP	no	okay		unalignable
figshare-osce	RES0181	NEGATION_FLIP	cough no coughing ok			unalignable
figshare-osce	RES0181	NEGATION_FLIP	dont	haven't		unalignable
figshare-osce	RES0181	NUMERIC	10	ten		unalignable
figshare-osce	RES0181	NEGATION_FLIP	not			unalignable
figshare-osce	RES0181	NUMERIC	2	two		unalignable
figshare-osce	RES0181	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0181	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0181	LATERALITY	i guess thats it thats what i yeah well well start with with that now and it could potentially be something like uhm a viral illness but thats lower on the on the differential then the bacterial infection is right now and because of coviit will be well do a swab as well because people can get fever and sore throat with with covias well ok so just to make sure that were being comprehensive ok that sounds good thank you so much thank you		yeah i guess that is that is whatuh yeah will we will start with with that now uh and uh could potentially be uh something like uh a a viral illness but that is lower on the on the uh differential than the bacterial infection is uh uh right now and because of covid uh it will be we will do a swab as well because uh people can get fever and sore throat with uh with covid as well uh so just to make sure that we are being uh uh comprehensive thank	1
figshare-osce	RES0182	NEGATION_FLIP	didnt	didn't		unalignable
figshare-osce	RES0182	NUMERIC	2	two	two	0
figshare-osce	RES0182	NUMERIC	30	thirty	about 30 pounds in the past past like	1
figshare-osce	RES0182	NUMERIC	8	eight	eight	0
figshare-osce	RES0182	NEGATION_FLIP	no and	and uh		unalignable
figshare-osce	RES0182	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0182	NEGATION_FLIP	nothing	nothing's		unalignable
figshare-osce	RES0182	NEGATION_FLIP	dont ok	don't okay		unalignable
figshare-osce	RES0182	NEGATION_FLIP	any cancers in the family no no cancers i see alright did you have any other questions for me today i think that was everything i wanted to ask about for now ah no what do you like what do you think i have and how do you think i should treat it so uh yeah its sounding like like it could be tuberculosis based on the kind of timeline of your symptoms and so and cough and hemoptysis and so well do a test for that like an acid fast test of the sputum get a chest x ray and if it is tuberculosis it will require a prolonged course of antibiotics so that ill be over several months umm and so i well get the infectious disease team involved to help kind of guide our management with the appropriate antibiotic choice if it does come back to be tuberculosis ok ok that sounds good thank you		any cancers in the family unintelligible alright uhm did you have any other questions for me today i think that was everything i wanted to ask you about for now so uhuah is sounding uh like like this could be tuberculosis uh based on the the kind of timeline of your symptoms and so and uh cough and hemoptysis and so we will do a somet test for that uh make it acid fast uh test of the sputum uh get a chest x-ray uh and if it is tuberculosis it will require uh a prolonged course of u antibiotics uhm so that that will be over several months uh and so uh we will get the infectious disease team involved to help kind of guide our management with the appropriate antibiotic choice if it uh does come back to beuh tuberculosis	0
figshare-osce	RES0183	NEGATION_FLIP	no	homophysis	no hemoptysis no	1
figshare-osce	RES0183	NEGATION_FLIP	doesnt	doesn't	uh do not s	0
figshare-osce	RES0183	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0183	NEGATION_FLIP	doesnt	didn't		unalignable
figshare-osce	RES0183	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0183	NEGATION_FLIP	hasnt	hasn't		unalignable
figshare-osce	RES0183	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0183	NEGATION_FLIP	hasnt	hasn't		unalignable
figshare-osce	RES0183	NEGATION_FLIP	hasnt ok	hasn't okay		unalignable
figshare-osce	RES0183	NUMERIC	387	7		unalignable
figshare-osce	RES0183	NEGATION_FLIP	hasnt	hasn't		unalignable
figshare-osce	RES0183	NEGATION_FLIP	hasnt	hasn't		unalignable
figshare-osce	RES0183	NEGATION_FLIP	no no complications	complications all right	complication lright	0
figshare-osce	RES0183	NEGATION_FLIP	uh no	i know		unalignable
figshare-osce	RES0184	NEGATION_FLIP	doesnt	doesn't		unalignable
figshare-osce	RES0184	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0184	NEGATION_FLIP	uhm no sore throat			unalignable
figshare-osce	RES0184	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0184	NEGATION_FLIP	no			unalignable
figshare-osce	RES0184	NEGATION_FLIP	dont ok	don't okay	don't okay	0
figshare-osce	RES0185	NEGATION_FLIP	not			unalignable
figshare-osce	RES0185	NEGATION_FLIP	havent	haven't	in' see	1
figshare-osce	RES0185	NEGATION_FLIP	is	isn't	throatu isn'	1
figshare-osce	RES0185	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0185	NUMERIC	night	eight	uh chills or night sweats no no	1
figshare-osce	RES0185	NEGATION_FLIP	no ok	okay um	uh chills or night sweats no no okay uh	1
figshare-osce	RES0185	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0185	NEGATION_FLIP	nausea or	not your	nausea or vomiting no no	0
figshare-osce	RES0185	NEGATION_FLIP	no	okay	nausea or vomiting no no	1
figshare-osce	RES0185	NEGATION_FLIP	no	nope	any changes in your urine no no pain with urination	1
figshare-osce	RES0185	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0185	NEGATION_FLIP	dont dont	don't don't		unalignable
figshare-osce	RES0185	NEGATION_FLIP	havent	haven't	am healthy	1
figshare-osce	RES0185	NEGATION_FLIP	havent ok thats	haven't okay that's	okay that's it	1
figshare-osce	RES0185	NEGATION_FLIP	nope	no	non't have recreationalugs uh	1
figshare-osce	RES0185	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0185	NEGATION_FLIP	am	don't		unalignable
figshare-osce	RES0185	NEGATION_FLIP	wasnt	wasn't		unalignable
figshare-osce	RES0185	NEGATION_FLIP	ok alright no	all right so		unalignable
figshare-osce	RES0185	NEGATION_FLIP	hardwood or like kind of ceramic flooring so there arent many carpets and things like that so i guess no no ok alright and those were kind of all the questions that i had did you have anything to add or anything you wanted to discuss today no i was just i wondering what might be going on its been a few days yeah for sure uhm so it sounds like you may have a viral infection and because your symptoms overlap with those of covid we will do a covid swab on you just to rule that out uhm but from the sounds of what your symptoms are it it is most likely to be a common cold in which case you can just manage it with a lot of hydration nutrition good sleep but if your symptoms get worse or theyre not going away after a couple of weeks or youre having neurological deficits like weakness or seizures you should get help from the er does that sound ok yeah for sure i havent had any any symptoms like that so so far so thats good yeah for sure alright take care take care thank you		uh uninintellig c things like that so uhunt so no okay alright u and those were kind of all the questions that i had did you have anything to add or anything you want to discuss today uhm th was just what wonder what might be going on unintelligible a fews yeahun sure uh so it sounds like uhm you may have a viral infection uhm and because your symptoms overlo with those of covid we will do a covid swab on you just to rule that out uhm but uhm from the sounds of what your symptoms are it it it is most likely to be a common cold in which case you can just manage it with u lot of hydration nutrition good sleep uhm but if your symptoms get worse or uh they not go in the way after a couple weeks uhm or having neurological deficits like weakness or seizures uh you should get help from the er does that sound okay uh su without any any symptoms like that so unintelligible are uhm alright take ca unintelligible patname	1
figshare-osce	RES0186	NUMERIC	38 point	thirty eight		unalignable
figshare-osce	RES0186	NUMERIC	5 ok	five okay	5	1
figshare-osce	RES0186	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0186	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0186	NEGATION_FLIP	ok no	okay a	kay no runny nose	1
figshare-osce	RES0186	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0186	NEGATION_FLIP	i	haven't		unalignable
figshare-osce	RES0186	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0186	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0186	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0186	NEGATION_FLIP	now that	no but		unalignable
figshare-osce	RES0186	NEGATION_FLIP	havent ive	haven't i've		unalignable
figshare-osce	RES0186	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0186	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0186	NEGATION_FLIP	no	i've		unalignable
figshare-osce	RES0186	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0186	NEGATION_FLIP	no		no no allergies	1
figshare-osce	RES0186	NEGATION_FLIP	dont	don't	don't	0
figshare-osce	RES0186	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0186	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0186	NEGATION_FLIP	uh nobodys	no nobody's		unalignable
figshare-osce	RES0186	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0186	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0186	NEGATION_FLIP	so thats kind of top on my list right now to rule out so we will do a covid swab and you should hear back in about 24 to 48 hours with those results in the meantime you should isolate for for about 14 days and if your symptoms get worse go to the er and if youre experiencing things like weakness seizures like and youre not getting any better in a couple of weeks or you feel dehydrated otherwise supportive care at home keeping yourself hydrated eating well sleeping well all of those will definitely help as well does that sound ok yeah it does thank you ok yeah no problem		top on my list right now uh to rule out so we will do a covid swab and you should hear back in about 24 to 48 hours with those results uh in the meantime he you should isolate for for about 14 days uh and if your symptoms get worse go to the er uh if you are experiencing things like uh weakness seizures like uh and you not getting any better in a couple of weeks or you feel dehydrated uh otherwise supportive care at home keeping herself hydrated eating well sleeping well a of those will definitely help as well s that's not okayuntelligible okay he had no problem	1
figshare-osce	RES0186	LATERALITY	so thats kind of top on my list right now to rule out so we will do a covid swab and you should hear back in about 24 to 48 hours with those results in the meantime you should isolate for for about 14 days and if your symptoms get worse go to the er and if youre experiencing things like weakness seizures like and youre not getting any better in a couple of weeks or you feel dehydrated otherwise supportive care at home keeping yourself hydrated eating well sleeping well all of those will definitely help as well does that sound ok yeah it does thank you ok yeah no problem		top on my list right now uh to rule out so we will do a covid swab and you should hear back in about 24 to 48 hours with those results uh in the meantime he you should isolate for for about 14 days uh and if your symptoms get worse go to the er uh if you are experiencing things like uh weakness seizures like uh and you not getting any better in a couple of weeks or you feel dehydrated uh otherwise supportive care at home keeping herself hydrated eating well sleeping well a of those will definitely help as well s that's not okayuntelligible okay he had no problem	1
figshare-osce	RES0186	NUMERIC	so thats kind of top on my list right now to rule out so we will do a covid swab and you should hear back in about 24 to 48 hours with those results in the meantime you should isolate for for about 14 days and if your symptoms get worse go to the er and if youre experiencing things like weakness seizures like and youre not getting any better in a couple of weeks or you feel dehydrated otherwise supportive care at home keeping yourself hydrated eating well sleeping well all of those will definitely help as well does that sound ok yeah it does thank you ok yeah no problem		top on my list right now uh to rule out so we will do a covid swab and you should hear back in about 24 to 48 hours with those results uh in the meantime he you should isolate for for about 14 days uh and if your symptoms get worse go to the er uh if you are experiencing things like uh weakness seizures like uh and you not getting any better in a couple of weeks or you feel dehydrated uh otherwise supportive care at home keeping herself hydrated eating well sleeping well a of those will definitely help as well s that's not okayuntelligible okay he had no problem	1
figshare-osce	RES0187	NEGATION_FLIP	i	haven't		unalignable
figshare-osce	RES0187	NEGATION_FLIP	dont	don't	thing some okay and it	1
figshare-osce	RES0187	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0187	NEGATION_FLIP	no ok	okay business	shortness of breath no no okay wzziness	1
figshare-osce	RES0187	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0187	NEGATION_FLIP	no	nope	no taste or smell no	1
figshare-osce	RES0187	NEGATION_FLIP	was	wasn't	think taste a little bit today i realized i was	1
figshare-osce	RES0187	NEGATION_FLIP	uhm appetites	no appetite's	uhm appetite changesunellible okay	1
figshare-osce	RES0187	NEGATION_FLIP	havent	haven't	u unintellig	1
figshare-osce	RES0187	NEGATION_FLIP	uh	no	medications are you on any uh no	0
figshare-osce	RES0187	NEGATION_FLIP	no ok			unalignable
figshare-osce	RES0187	NUMERIC	50s ok	fifties um	had a heart attack in his 50s uh	1
figshare-osce	RES0187	NEGATION_FLIP	uh no	i know		unalignable
figshare-osce	RES0187	NEGATION_FLIP	notnothing	nothing	nothing	0
figshare-osce	RES0187	NUMERIC	3	three	three	0
figshare-osce	RES0187	NUMERIC	4	four	four	0
figshare-osce	RES0187	NUMERIC	2	two	two	0
figshare-osce	RES0187	NEGATION_FLIP	uhm in	i haven't		unalignable
figshare-osce	RES0187	NEGATION_FLIP	not			unalignable
figshare-osce	RES0187	NEGATION_FLIP	dont	don't	dont want to get everyone	1
figshare-osce	RES0187	NEGATION_FLIP	travel recently no no ok and where do you live		and were you live right now	0
figshare-osce	RES0187	LATERALITY	now right now i just live in an apartment by myself just outside of london ok		you live right now we know just live uh in apartment by myself u uh just unintibleunintelligible okay	1
figshare-osce	RES0187	NEGATION_FLIP	dont think so i just wanted to see what this might be yeah for sure uhm so we are going to do a covid swab on you because a lot of your symptoms do align with those of covid so we just want to rule that out first so you should hear back in about 24 to 48 hours uhm in the meantime you should isolate for two weeks and if its not covid it could be another viral infection thats been going around this time of year either way kind of management plan is the same so make sure youre hydrated eat well sleep well and if your symptoms become worse severe or there any red flags like you have neurological symptoms like seizures or weakness where you can move your limbs you should seek help from the er how does that sound ok that sounds good thank you ok yeah no problem		don't think so i just wanted to see what this would beah for sure uhm so we are going to do a covid sw on you because a lot of your symptoms do lineign with those of covid so i just want to rle that out first uh so you should see her back in about 24 to 48 hours uh in the meantime you should isolate for two weeks uh and if it is not covid uhm it could be another viral infection s been going around this time of year either way uh kind of management plan is the same so will make sure you are hydrated eat well uh sleep well uh and if your symptoms become worse severe or if there are any ret flugs like you have neurological uhm symptoms like seizures or weakness where you can't move your limbs uhm uh you should seek help from the er is thatun unintelligible thank you okay had no problem	1
figshare-osce	RES0187	NUMERIC	dont think so i just wanted to see what this might be yeah for sure uhm so we are going to do a covid swab on you because a lot of your symptoms do align with those of covid so we just want to rule that out first so you should hear back in about 24 to 48 hours uhm in the meantime you should isolate for two weeks and if its not covid it could be another viral infection thats been going around this time of year either way kind of management plan is the same so make sure youre hydrated eat well sleep well and if your symptoms become worse severe or there any red flags like you have neurological symptoms like seizures or weakness where you can move your limbs you should seek help from the er how does that sound ok that sounds good thank you ok yeah no problem		don't think so i just wanted to see what this would beah for sure uhm so we are going to do a covid sw on you because a lot of your symptoms do lineign with those of covid so i just want to rle that out first uh so you should see her back in about 24 to 48 hours uh in the meantime you should isolate for two weeks uh and if it is not covid uhm it could be another viral infection s been going around this time of year either way uh kind of management plan is the same so will make sure you are hydrated eat well uh sleep well uh and if your symptoms become worse severe or if there are any ret flugs like you have neurological uhm symptoms like seizures or weakness where you can't move your limbs uhm uh you should seek help from the er is thatun unintelligible thank you okay had no problem	1
figshare-osce	RES0188	NEGATION_FLIP	hasnt	hasn't	hasn't	0
figshare-osce	RES0188	NUMERIC	385	5		unalignable
figshare-osce	RES0188	NEGATION_FLIP	i	nothing		unalignable
figshare-osce	RES0188	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0188	NEGATION_FLIP	said	hasn't	ha	1
figshare-osce	RES0188	NEGATION_FLIP	dont	don't	don't	0
figshare-osce	RES0188	NUMERIC	5	five	uh probablyun okay	0
figshare-osce	RES0188	NUMERIC	6 5 or 6 ok	six five to six okay		unalignable
figshare-osce	RES0188	NEGATION_FLIP	no ok	okay okay	okay okay and uh uh he	0
figshare-osce	RES0188	NEGATION_FLIP	havent	haven't	haven't	0
figshare-osce	RES0188	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0188	NEGATION_FLIP	keep him hydrated uhm well also give him some antibiotics if if it turns out he has pneumonia yeah does that sound ok that sounds good thank you ok yeah no worries		will give him some extra oxygen and keep monitoring him and keep him hydrated uhm we will also give him some antibiotics if uh if it turns out he has pneumonia yeah uh does that okayun good than youy unintelligible	0
figshare-osce	RES0189	NEGATION_FLIP	cant	can't	canot	1
figshare-osce	RES0189	NEGATION_FLIP	cant	can't	can	1
figshare-osce	RES0189	NEGATION_FLIP	dont	don't	not	0
figshare-osce	RES0189	NEGATION_FLIP	dont	don't	not	0
figshare-osce	RES0189	NEGATION_FLIP	dont ok	don't okay	don't okay	0
figshare-osce	RES0189	NEGATION_FLIP	get like	can't blame	even at night i get like these chills that after wrap	1
figshare-osce	RES0189	NEGATION_FLIP	didnt	didn't	not	0
figshare-osce	RES0189	NEGATION_FLIP	no	okay	kay uh	0
figshare-osce	RES0189	NEGATION_FLIP	abdominal	no	no abdominal	0
figshare-osce	RES0189	NEGATION_FLIP	no	nope	any constipation no	1
figshare-osce	RES0189	NEGATION_FLIP	no	nope	no oh sorry	1
figshare-osce	RES0189	NEGATION_FLIP	havent	haven't	haven't	0
figshare-osce	RES0189	NEGATION_FLIP	cant	can't	can't	0
figshare-osce	RES0189	NEGATION_FLIP	like no			unalignable
figshare-osce	RES0190	NEGATION_FLIP	not		i have not	1
figshare-osce	RES0190	NEGATION_FLIP	havent	haven't	i have not	0
figshare-osce	RES0190	NUMERIC	384	4	4	0
figshare-osce	RES0190	NEGATION_FLIP	no	nope	you had any eye redness or eye discharge no any changes to your vision or hearing no	1
figshare-osce	RES0190	NEGATION_FLIP	no ok	nope okay	you had any eye redness or eye discharge no any changes to your vision or hearing no okay uh	1
figshare-osce	RES0190	NEGATION_FLIP	no	nope	any ear pain no	1
figshare-osce	RES0190	NUMERIC	5	five	five	0
figshare-osce	RES0190	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0190	NEGATION_FLIP	right now with no cough tonsillar exudate a fever also your age and the like swelling and redness that you notice in the back of your throat is likely a group a strep pharyngitis thats causing this and with your exposure to your brother who also received antibiotics could be potentially be a sick contact for you that you were around so this would require antibiotics as well for yourself and well do a rapid strep antigen test to check for this and wait on the result for that because it it still could possibly be a viral illness and so that passes negative and were thinking its a viral illness then we might hold off on antibiotics for now and monitor symptoms and if at any point things get worse like you start to get shortness of breath or your fevers getting worse and its not not being controlled then well reeassess the situation ok sounds good thank you so much thank you		now with no cough uh uh tonsillar exudate uh uh a fever uh also your age and the uh like swelling uh and redness that you noticed in the back of your throat is likely a group a strep pharyngitis that is causing this uh and with your exposure to your brother who also received antibiotics uh could be potentially be a sick contact for you that you were around so uh this would require antibiotics as well uh for yourself and we will do a rapid strep antigen test uh to check for this uh and wait on the the result for that uh because it it still could possibly be uh a viral illness and so that test is negative and we are thinking it is a viral illness then we might uh hold off on the antibiotics u for now and monitor sy oms and if at any point things get worse like you start to get shortness of breath or your fevers getting worse and it is not uh not being controlled then uh we will reassess the the situation okay it sounds good thank you so much thank you	1
figshare-osce	RES0190	LATERALITY	right now with no cough tonsillar exudate a fever also your age and the like swelling and redness that you notice in the back of your throat is likely a group a strep pharyngitis thats causing this and with your exposure to your brother who also received antibiotics could be potentially be a sick contact for you that you were around so this would require antibiotics as well for yourself and well do a rapid strep antigen test to check for this and wait on the result for that because it it still could possibly be a viral illness and so that passes negative and were thinking its a viral illness then we might hold off on antibiotics for now and monitor symptoms and if at any point things get worse like you start to get shortness of breath or your fevers getting worse and its not not being controlled then well reeassess the situation ok sounds good thank you so much thank you		now with no cough uh uh tonsillar exudate uh uh a fever uh also your age and the uh like swelling uh and redness that you noticed in the back of your throat is likely a group a strep pharyngitis that is causing this uh and with your exposure to your brother who also received antibiotics uh could be potentially be a sick contact for you that you were around so uh this would require antibiotics as well uh for yourself and we will do a rapid strep antigen test uh to check for this uh and wait on the the result for that uh because it it still could possibly be uh a viral illness and so that test is negative and we are thinking it is a viral illness then we might uh hold off on the antibiotics u for now and monitor sy oms and if at any point things get worse like you start to get shortness of breath or your fevers getting worse and it is not uh not being controlled then uh we will reassess the the situation okay it sounds good thank you so much thank you	0
figshare-osce	RES0191	NEGATION_FLIP	doesnt	doesn't	doesn' think	1
figshare-osce	RES0191	NEGATION_FLIP	doesnt	doesn't	doesn't i doesn'	0
figshare-osce	RES0191	NEGATION_FLIP	doesnt	doesn't	doesn't i doesn'	0
figshare-osce	RES0191	LATERALITY	right			unalignable
figshare-osce	RES0191	NEGATION_FLIP	no ok	okay um		unalignable
figshare-osce	RES0191	NEGATION_FLIP	uh nope	no okay		unalignable
figshare-osce	RES0191	NEGATION_FLIP	dont	don't		unalignable
figshare-osce	RES0191	NEGATION_FLIP	havent ok	haven't okay		unalignable
figshare-osce	RES0191	NEGATION_FLIP	dont	don't	don't	0
figshare-osce	RES0191	NEGATION_FLIP	dont	don't	don't	0
figshare-osce	RES0191	NUMERIC	55 ok uhm alright	fifty-five okay all right	uhm alright	0
figshare-osce	RES0191	NEGATION_FLIP	without fever and without like changes to smell and also without pain its most likely a viral rhinosinusitis uhm however this could have symptoms that overlap with with coviand so we will still end up doing a swab even though the most likely diagnosis is going to be a viral acute rhinosinusitis ok do you have any other questions no thank you or yeah thank you thank you		without fever and uh without uh uh like changes to smell and alsou without pain it is uh most likely a viral uh rhinosinusitis uh and uh however uh this could have symptoms that overlap with uh with covid uh and so we will still uh end up doing a a a swab even though the the most likely diagnosis is going to be a uh viral acute rhinosinusitis uhhoul you have any other questions	0
figshare-osce	RES0192	NEGATION_FLIP	wont	won't		unalignable
figshare-osce	RES0192	NUMERIC	2	two		unalignable
figshare-osce	RES0192	NEGATION_FLIP	uh	no	no	0
figshare-osce	RES0192	NEGATION_FLIP	um know	no it's	uhm no it's	0
figshare-osce	RES0192	NEGATION_FLIP	havent	haven't		unalignable
figshare-osce	RES0192	NEGATION_FLIP	havent	haven't	havet	1
figshare-osce	RES0192	NEGATION_FLIP	dont ok	don't okay	don't okay uh	0
figshare-osce	RES0193	NEGATION_FLIP	hasnt	hasn't	has not	0
figshare-osce	RES0193	NEGATION_FLIP	havent	haven't	not	0
