dataset	file_id	error_type	ref_words	hyp_words	fused_words	primary_category	all_categories	fusion_changed_position	fusion_fixed_position	likely_meaning_change	meaning_change_reason
figshare-osce	RES0086	substitute	youre	you're	you're	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	day	daytime	daytime	generic		0	0	1	unclassified
figshare-osce	RES0086	delete	time			generic		0	0	0	True
figshare-osce	RES0086	delete	oh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0086	substitute	with this	was just	was just	generic		0	0	1	unclassified
figshare-osce	RES0086	delete	and			generic		0	0	0	True
figshare-osce	RES0086	substitute	ok ok	okay okay	okay okay	generic		0	0	1	unclassified
figshare-osce	RES0086	delete	and			generic		0	0	0	True
figshare-osce	RES0086	substitute	youre	you're	you're	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	im	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	RES0086	delete	a			generic		0	0	0	True
figshare-osce	RES0086	substitute	ok ok	okay okay	okay okay	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0086	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0086	substitute	of	m1	m1	generic		0	0	1	unclassified
figshare-osce	RES0086	delete	lung			generic		0	0	0	True
figshare-osce	RES0086	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0086	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0086	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0086	substitute	ive	i've	i've	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	im	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	cant	can't	can't	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0086	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	im	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0086	substitute	ive	i've	i've	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	for	or	or	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	havent	haven't	haven't	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	ive	i've	i've	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0086	substitute	wheres	where's	where's	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	ive	i've	i've	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	ok do	um would	um would	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	im	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	ok ok any	okay any um	okay any um	generic		0	0	1	unclassified
figshare-osce	RES0086	delete	ok good			generic		0	0	0	True
figshare-osce	RES0086	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	has	is	is	generic		0	0	1	unclassified
figshare-osce	RES0086	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0086	substitute	were	we're	we're	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	were	we're	we're	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	cause its	because it's	because it's	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	youve	you've	you've	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	thats	that's	that's	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	well	we'll	we'll	filler	filler	0	0	1	unclassified
figshare-osce	RES0086	substitute	well	we'll	we'll	filler	filler	0	0	1	unclassified
figshare-osce	RES0086	substitute	xray	x-ray	x-ray	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	two	do	do	generic		0	0	1	unclassified
figshare-osce	RES0086	substitute	well	we'll	we'll	filler	filler	0	0	1	unclassified
figshare-osce	RES0086	substitute	well	we'll	we'll	filler	filler	0	0	1	unclassified
figshare-osce	RES0086	delete	give you a long acting ok as well as an inhaled cortico steroid so actually you know what well give you an inhaled cortico steroid and a short acting beta agonist because you cant use both the steroid and the long so well start with those two well start with the short acting as well as inhaled cortico steroid and if we find that your asthma is just based on like exertion or like something called athletic asthma we can also try something called cromolyn instead but well discuss that more right now our priority is to get your symptoms under control so well start with the short acting as well as the inhaled cortico steroid how does that sound yeah that sounds good thank you so much yeah no problem			CONDITION	CONDITION,FINDING,SYMPTOM	0	0	0	True
figshare-osce	RES0087	substitute	im	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	hes	he's	he's	generic		0	0	1	unclassified
figshare-osce	RES0087	delete	hes been			generic		0	0	0	True
figshare-osce	RES0087	substitute	hes	he's	he's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	hes	he's	he's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	i	i'd	i'd	generic		0	0	1	unclassified
figshare-osce	RES0087	delete	would			generic		0	0	0	True
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0087	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0087	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0087	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	delete	ok			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0087	substitute	a	the	the	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	couldnt	couldn't	couldn't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	thats	that's	that's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	hes	he's	he's	generic		0	0	1	unclassified
figshare-osce	RES0087	delete	ok			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0087	substitute	havent	haven't	haven't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	and he	as i've	as i've	generic		0	0	1	unclassified
figshare-osce	RES0087	delete	hasnt			generic		0	0	0	True
figshare-osce	RES0087	substitute	any	and	and	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	hasnt	hasn't	hasn't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	havent	haven't	haven't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	the	his	his	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	no ok	okay um	okay um	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	wasnt	wasn't	wasn't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	hes	he's	he's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	hes	he's	he's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	hes	he's	he's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok thats	okay that's	okay that's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	uhm	um	um	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	um	um	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	hes	he's	he's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	just	this	this	filler	filler	0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	hes	he's	he's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	delete	and			generic		0	0	0	True
figshare-osce	RES0087	substitute	uh	no	no	filler	filler	0	0	1	unclassified
figshare-osce	RES0087	substitute	hes	he's	he's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	no	nope	nope	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	hes	he's	he's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	no	okay	okay	generic		0	0	1	unclassified
figshare-osce	RES0087	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0087	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	anyones	anyone's	anyone's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0087	substitute	hes	has	has	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	uh	that	that	filler	filler	0	0	1	unclassified
figshare-osce	RES0087	delete	a			generic		0	0	0	True
figshare-osce	RES0087	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	couldnt	couldn't	couldn't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok ok	okay okay	okay okay	generic		0	0	1	unclassified
figshare-osce	RES0087	delete	then			generic		0	0	0	True
figshare-osce	RES0087	substitute	ok alright	all right	all right	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	hes	he's	he's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	delete	and			generic		0	0	0	True
figshare-osce	RES0087	substitute	lung	longer	longer	generic		0	0	1	unclassified
figshare-osce	RES0087	delete	or			generic		0	0	0	True
figshare-osce	RES0087	delete	so			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0087	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	thats	that's	that's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	ok ok uhm alright	okay okay all right	okay okay all right	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	hes	he's	he's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	delete	yeah			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0087	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	hes	he's	he's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	delete	a its			generic		0	0	0	True
figshare-osce	RES0087	substitute	ok ok	okay okay	okay okay	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	developmentalwise hes ok theres	wise he's okay there's	wise he's okay there's	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0087	substitute	didnt	didn't	didn't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0087	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0087	delete	uh like			generic		0	0	0	True
figshare-osce	RES0087	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0087	substitute	uhm so im	i'm going to	i'm going to	generic		0	0	1	unclassified
figshare-osce	RES0087	delete	gonna			generic		0	0	0	True
figshare-osce	RES0087	delete	like			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0087	delete	uhm if his tympanic membrane has been perforated or i see pus in there well prescribe him like 10 days of antibiotics we can give him either amoxicillin or if he has bad reactions to penicillins we can give him cefuroxime and then if uh it doesnt seem to have any systemic symptoms so if he has systemic symptoms like fever which well check for today and if hes like been really ill and he has like a middle ear effusion or bulging tympanic membrane again well give him antibiotics for 10 days but if his tympanic membrane is just bulging a little bit or if he has some middle ear effusion but no systemic symptoms like no fevers and he seems to be fine otherwise well reassess him in 24 to 48 hours to see if hes better and if hes not again will prescribe him antibiotics how does that sound yeah that sounds good thank you ok yeah no worries			DRUG	CONDITION,DRUG,FINDING,PROCEDURE,SYMPTOM	0	0	0	True
figshare-osce	RES0088	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	shes	she's	she's	generic		0	0	1	unclassified
figshare-osce	RES0088	delete	or			generic		0	0	0	True
figshare-osce	RES0088	substitute	doesnt	doesn't	doesn't	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	doesnt	doesn't	doesn't	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	shes	she's	she's	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	shes	she's	she's	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	im	i'm	i'm	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	id	i'd	i'd	generic		0	0	1	unclassified
figshare-osce	RES0088	delete	or			generic		0	0	0	True
figshare-osce	RES0088	delete	or			generic		0	0	0	True
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	and	then	then	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	has	is	is	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	no ok	oh okay	oh okay	generic		0	0	1	unclassified
figshare-osce	RES0088	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	does	did	did	generic		0	0	1	unclassified
figshare-osce	RES0088	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	does	did	did	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	shes	she's	she's	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	delete	she			generic		0	0	0	True
figshare-osce	RES0088	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	dont	don't	don't	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	shes	she's	she's	generic		0	0	1	unclassified
figshare-osce	RES0088	delete	sick			generic		0	0	0	True
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	over	over-the-counter	over-the-counter	generic		0	0	1	unclassified
figshare-osce	RES0088	delete	the counter			generic		0	0	0	True
figshare-osce	RES0088	substitute	didnt	didn't	didn't	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	theyve	they've	they've	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	theyve	they've	they've	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	youve	you've	you've	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	wheezing	wheeeezing	wheeeezing	SYMPTOM	SYMPTOM	0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	havent	haven't	haven't	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	an	on	on	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	didnt	didn't	didn't	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	havent	haven't	haven't	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	yeah	yeah	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	notice	noticed	noticed	generic		0	0	1	unclassified
figshare-osce	RES0088	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	uhm	she's	she's	filler	filler	0	0	1	unclassified
figshare-osce	RES0088	delete	shes			generic		0	0	0	True
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	of	all	all	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	uhm	she's	she's	filler	filler	0	0	1	unclassified
figshare-osce	RES0088	delete	shes			generic		0	0	0	True
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	shes	she's	she's	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	shes	she's	she's	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok ok	okay okay	okay okay	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	delete	has			generic		0	0	0	True
figshare-osce	RES0088	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	ok	any	any	filler	filler	0	0	1	unclassified
figshare-osce	RES0088	substitute	uhm	not	not	filler	filler	0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	no	no	filler	filler	0	0	1	unclassified
figshare-osce	RES0088	substitute	shes	she's	she's	generic		0	0	1	unclassified
figshare-osce	RES0088	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	thats	that's	that's	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	uh	no	no	filler	filler	0	0	1	unclassified
figshare-osce	RES0088	substitute	multi vitamins	multivitamins okay	multivitamins okay	generic		0	0	1	unclassified
figshare-osce	RES0088	delete	ok			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	theres	there's	there's	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	dad	dad's	dad's	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	delete	and is there any			generic		0	0	0	True
figshare-osce	RES0088	substitute	forty five	45 okay	45 okay	generic		0	0	1	unclassified
figshare-osce	RES0088	delete	ok			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	delete	did she			generic		0	0	0	True
figshare-osce	RES0088	delete	p			generic		0	0	0	True
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	shes	lives	lives	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0088	substitute	ok	all	all	filler	filler	0	0	1	unclassified
figshare-osce	RES0088	substitute	ok alright	all right	all right	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	thats	that's	that's	generic		0	0	1	unclassified
figshare-osce	RES0088	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0088	substitute	that	with	with	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	whats	what's	what's	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	ten	10	10	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	well	we'll	we'll	filler	filler	0	0	1	unclassified
figshare-osce	RES0088	substitute	well	we'll	we'll	filler	filler	0	0	1	unclassified
figshare-osce	RES0088	substitute	doesnt	doesn't	doesn't	generic		0	0	1	unclassified
figshare-osce	RES0088	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0088	delete	uh no that sounds great thank you youre welcome and yeah well just do a full examination and then go from there ok sounds great thanks youre welcome take care you too			PROCEDURE	PROCEDURE	0	0	0	True
figshare-osce	RES0089	substitute	ive	i've	i've	generic		0	0	1	unclassified
figshare-osce	RES0089	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0089	substitute	cant	can't	can't	generic		0	0	1	unclassified
figshare-osce	RES0089	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0089	substitute	ok	and	and	filler	filler	0	0	1	unclassified
figshare-osce	RES0089	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0089	substitute	youre	you're	you're	generic		0	0	1	unclassified
figshare-osce	RES0089	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0089	delete	um			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0089	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0089	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0089	substitute	are	were	were	generic		0	0	1	unclassified
figshare-osce	RES0089	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0089	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0089	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0089	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0089	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0089	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0089	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0089	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0089	substitute	ok	and	and	filler	filler	0	0	1	unclassified
figshare-osce	RES0089	delete	uh			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0089	substitute	up	of	of	generic		0	0	1	unclassified
figshare-osce	RES0089	substitute	blood	blood-tinged	blood-tinged	generic		0	0	1	unclassified
figshare-osce	RES0089	delete	tinged			generic		0	0	0	True
figshare-osce	RES0089	delete	uhm			filler	filler	0	0	0	pure_deletion_filler
figshare-osce	RES0089	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0089	substitute	uhm	i'm	i'm	filler	filler	0	0	1	unclassified
figshare-osce	RES0089	delete	im			generic		0	0	0	True
figshare-osce	RES0089	substitute	id	i'd	i'd	generic		0	0	1	unclassified
figshare-osce	RES0089	substitute	it would	it'll feel	it'll feel	generic		0	0	1	unclassified
figshare-osce	RES0089	delete	fill			generic		0	0	0	True
figshare-osce	RES0089	delete	two			generic		0	0	0	True
figshare-osce	RES0089	delete	the			generic		0	0	0	True
figshare-osce	RES0089	substitute	palm ok alright	okay all right	okay all right	generic		0	0	1	unclassified
figshare-osce	RES0089	substitute	its	it's	it's	generic		0	0	1	unclassified
figshare-osce	RES0089	substitute	ok	okay	okay	filler	filler	0	0	0	filler_to_filler
figshare-osce	RES0089	delete	uh			filler	filler	0	0	0	pure_deletion_filler
